feature,relative_importance
cat__sub_grade_A1,1.0
cat__sub_grade_A3,0.8954156637191772
cat__sub_grade_A2,0.8398359417915344
num__int_rate,0.8247643709182739
cat__sub_grade_A4,0.810807466506958
cat__sub_grade_A5,0.7566269040107727
cat__sub_grade_B1,0.7365738749504089
num__dti,0.6881662011146545
cat__sub_grade_B2,0.6632928252220154
cat__sub_grade_B3,0.5639559626579285
cat__sub_grade_E2,0.5575278997421265
cat__sub_grade_D4,0.54448002576828
cat__sub_grade_E3,0.5431637167930603
cat__sub_grade_D5,0.5257715582847595
cat__sub_grade_E4,0.5106127858161926
cat__sub_grade_E1,0.5096014738082886
cat__sub_grade_E5,0.5090928673744202
cat__grade_F,0.49598991870880127
cat__sub_grade_D2,0.48727765679359436
num__revol_bal,0.4819667935371399
