model_id,aucpr,auc,logloss,mean_per_class_error,rmse,mse
GBM_2_AutoML_1_20250924_13426,0.8913497589436299,0.7161016493192902,0.595007157464371,0.4655681627591838,0.4524934995189581,0.2047503671069133
GBM_grid_1_AutoML_1_20250924_13426_model_28,0.8911030503181455,0.7158338425094906,0.5927895228738053,0.468561593970056,0.4514810504115453,0.2038351388807123
GBM_grid_1_AutoML_1_20250924_13426_model_13,0.8910867996635735,0.7154635859473184,0.5958977522358835,0.4646534781907374,0.4528855620275679,0.205105332293026
GBM_grid_1_AutoML_1_20250924_13426_model_18,0.8910651089673357,0.7153785479682042,0.5953049255250605,0.4670202002137313,0.4526236387854778,0.2048681583874067
GBM_grid_1_AutoML_1_20250924_13426_model_22,0.8910586490498393,0.7152447017837896,0.5979818629468939,0.4676799960440974,0.4538988565001064,0.2060241719321041
GBM_grid_1_AutoML_1_20250924_13426_model_51,0.8910343766337295,0.715372025110832,0.5955729650739656,0.4634400134715658,0.4527807893164234,0.2050104431740034
GBM_3_AutoML_1_20250924_13426,0.891030558780368,0.715717504334366,0.5928052387602228,0.4654159674556151,0.4514501662425802,0.2038072526004533
GBM_grid_1_AutoML_1_20250924_13426_model_15,0.8907561140682276,0.71468081533833,0.5979102052795877,0.4629141872995697,0.453814941549007,0.2059480011731286
GBM_grid_1_AutoML_1_20250924_13426_model_14,0.8907449536492477,0.7145474235130564,0.598497511694665,0.4673147753015278,0.4541464549036688,0.20624900250157
GBM_5_AutoML_1_20250924_13426,0.8907202923489814,0.714718327796001,0.5980689972906764,0.4680154644273629,0.4539151553147112,0.2060389682243784
GBM_grid_1_AutoML_1_20250924_13426_model_35,0.8907140640765432,0.7149489629001143,0.5854956685135727,0.4741043479516038,0.4480180595679891,0.2007201816990662
GBM_grid_1_AutoML_1_20250924_13426_model_5,0.8906570576066631,0.7150413371916341,0.5882652083215459,0.4630767023714907,0.4492685643368263,0.201842242901273
GBM_grid_1_AutoML_1_20250924_13426_model_39,0.8905665843458634,0.7143471335405107,0.586573704244812,0.4635926441650071,0.4484754742318894,0.2011302509875181
GBM_grid_1_AutoML_1_20250924_13426_model_50,0.8903896581015796,0.7137175598541484,0.5998894373593211,0.4587311963302752,0.4547659680075829,0.2068120856578739
GBM_grid_1_AutoML_1_20250924_13426_model_17,0.8903148706167034,0.7141124824407911,0.5887796776165086,0.4757309121939827,0.4495071413035451,0.2020566700828853
GBM_grid_1_AutoML_1_20250924_13426_model_45,0.8901339180273041,0.7140009023557252,0.5848474793429339,0.4713219140661667,0.4476414275616914,0.200382847669469
GBM_4_AutoML_1_20250924_13426,0.8900354276128181,0.7139571028015883,0.5820560090599088,0.4742366256624156,0.4463126293409638,0.1991949631092445
GBM_grid_1_AutoML_1_20250924_13426_model_44,0.8900069195090199,0.7129138818457107,0.6001105873203623,0.4672510655199909,0.4547460055363015,0.2067939295512219
GBM_grid_1_AutoML_1_20250924_13426_model_47,0.8897808197661712,0.7126189862259189,0.6005118337072926,0.4655297825790855,0.4549320832689364,0.2069632003874145
GBM_grid_1_AutoML_1_20250924_13426_model_29,0.8897770259721826,0.7123576641959861,0.6005874399137258,0.4655736243797981,0.4550574195646997,0.2070772551008832
GBM_grid_1_AutoML_1_20250924_13426_model_6,0.8895602211815747,0.7120449660221118,0.597137541011167,0.4696386255274194,0.4532371243559664,0.2054238908944657
GBM_grid_1_AutoML_1_20250924_13426_model_23,0.8895145250094655,0.7126523059889018,0.586501401038295,0.4711096601830461,0.4483604712273173,0.2010271121591821
GBM_grid_1_AutoML_1_20250924_13426_model_16,0.8894164186282173,0.7120611625809619,0.5971148610640885,0.468795407781559,0.4532877397803029,0.2054697750351356
GBM_grid_1_AutoML_1_20250924_13426_model_107,0.8894164022169861,0.7119132729538772,0.5973536467101117,0.4732738446183952,0.4534379563601278,0.2056059802680492
GBM_grid_1_AutoML_1_20250924_13426_model_49,0.8893941266616209,0.7118646204633396,0.5975372572040002,0.4729385443181335,0.4534635243249436,0.2056291678931987
GBM_grid_1_AutoML_1_20250924_13426_model_41,0.8892099960511346,0.7118248576806743,0.5949554356099058,0.4690893297845465,0.452275248097237,0.2045529000414173
GBM_grid_1_AutoML_1_20250924_13426_model_26,0.8891939110916153,0.711469713858132,0.5981007709208724,0.4701158206101037,0.4537316092843875,0.2058723732638001
GBM_grid_1_AutoML_1_20250924_13426_model_12,0.889122166487622,0.711350552319347,0.6000991381556139,0.4713288499394028,0.4546832661400432,0.2067368725077773
GBM_grid_1_AutoML_1_20250924_13426_model_30,0.8890709352574017,0.7109974689206626,0.5963516912748787,0.4670872250312456,0.4529443050679047,0.2051585434934471
GBM_grid_1_AutoML_1_20250924_13426_model_40,0.8890643628709141,0.7115631902432952,0.5905205319170558,0.4723440317457912,0.4501177910759467,0.2026060258430896
GBM_grid_1_AutoML_1_20250924_13426_model_31,0.8887650753763972,0.7107616848761817,0.600119348770719,0.4673072359554152,0.4546569998454473,0.206712987508463
GBM_grid_1_AutoML_1_20250924_13426_model_38,0.8886210547475438,0.7106536772671632,0.588231487067278,0.4702216113856565,0.4489263813412937,0.2015348958641886
GBM_grid_1_AutoML_1_20250924_13426_model_21,0.88862004482514,0.7099447295611632,0.6007548231555042,0.4738233084442719,0.4550255143925253,0.2070482187481822
GBM_grid_1_AutoML_1_20250924_13426_model_1,0.8885531229089745,0.7103273014170233,0.6015236896891676,0.4637249714877514,0.455347348167872,0.2073412074835132
GBM_grid_1_AutoML_1_20250924_13426_model_8,0.8885280337268945,0.7100382682044379,0.5908930070278869,0.4692254763922796,0.4502435162980374,0.2027192239684211
GBM_1_AutoML_1_20250924_13426,0.8884907369755164,0.7106155575844528,0.5649607821096976,0.4741314687244656,0.4379722359795573,0.191819679488933
GBM_grid_1_AutoML_1_20250924_13426_model_19,0.8884714937858276,0.7098314439095774,0.6022547021053628,0.4706263007830059,0.4556854317319343,0.2076492126927193
GBM_grid_1_AutoML_1_20250924_13426_model_108,0.8882724881796742,0.709478972113456,0.6021993801710545,0.464684972109532,0.4556605017747065,0.2076264928775773
GBM_grid_1_AutoML_1_20250924_13426_model_32,0.8881249723912944,0.7091777211634198,0.6027373941080544,0.4684206884384499,0.4559589041759357,0.2078985222973201
