,DRF [DRF_1],DeepLearning [DeepLearning_grid_3],GBM [GBM_grid_1],GLM [GLM_1],XGBoost [XGBoost_grid_1],XRT [XRT_1]
DRF [DRF_1],1.0,0.7331162829302249,0.8189339402811013,0.7685798046525582,0.7645820642185849,0.6773583069066949
DeepLearning [DeepLearning_grid_3],0.7331162829302249,1.0,0.8199871321965729,0.9038831210439525,0.7607678506078616,0.5904543684398624
GBM [GBM_grid_1],0.8189339402811013,0.8199871321965729,1.0,0.8807492679239655,0.919993630936112,0.7981685852205912
GLM [GLM_1],0.7685798046525582,0.9038831210439525,0.8807492679239655,1.0,0.8326374112278022,0.672809176016276
XGBoost [XGBoost_grid_1],0.7645820642185849,0.7607678506078616,0.919993630936112,0.8326374112278022,1.0,0.7741893862951154
XRT [XRT_1],0.6773583069066949,0.5904543684398624,0.7981685852205912,0.672809176016276,0.7741893862951154,1.0
