threshold,precision,recall,tpr,fpr,specificity,f1
0.3900,0.286469,0.776504,0.776504,0.471369,0.528631,0.418533
0.4000,0.293085,0.765043,0.765043,0.449721,0.550279,0.423810
0.4100,0.300571,0.753582,0.753582,0.427374,0.572626,0.429739
0.4200,0.306317,0.736390,0.736390,0.406425,0.593575,0.432660
0.4300,0.314070,0.716332,0.716332,0.381285,0.618715,0.436681
0.4400,0.314815,0.681948,0.681948,0.361732,0.638268,0.430769
0.4500,0.325035,0.673352,0.673352,0.340782,0.659218,0.438433
0.4600,0.330447,0.656160,0.656160,0.324022,0.675978,0.439539
0.4700,0.340361,0.647564,0.647564,0.305866,0.694134,0.446199
0.4800,0.348437,0.638968,0.638968,0.291201,0.708799,0.450961
0.4900,0.361111,0.633238,0.633238,0.273045,0.726955,0.459938
0.5000,0.365854,0.601719,0.601719,0.254190,0.745810,0.455038
0.5100,0.367647,0.573066,0.573066,0.240223,0.759777,0.447928
0.5200,0.375000,0.558739,0.558739,0.226955,0.773045,0.448792
0.5300,0.381526,0.544413,0.544413,0.215084,0.784916,0.448642
0.5400,0.392241,0.521490,0.521490,0.196927,0.803073,0.447724
0.5500,0.398210,0.510029,0.510029,0.187849,0.812151,0.447236
0.5600,0.410377,0.498567,0.498567,0.174581,0.825419,0.450194
0.5700,0.409429,0.472779,0.472779,0.166201,0.833799,0.438830
0.5800,0.416446,0.449857,0.449857,0.153631,0.846369,0.432507
0.5900,0.423398,0.435530,0.435530,0.144553,0.855447,0.429379
0.6000,0.438596,0.429799,0.429799,0.134078,0.865922,0.434153
0.6100,0.444099,0.409742,0.409742,0.125000,0.875000,0.426230
0.6200,0.454248,0.398281,0.398281,0.116620,0.883380,0.424427
0.6300,0.458333,0.378223,0.378223,0.108939,0.891061,0.414443
0.6400,0.460432,0.366762,0.366762,0.104749,0.895251,0.408293
0.6500,0.471483,0.355301,0.355301,0.097067,0.902933,0.405229
0.6600,0.481928,0.343840,0.343840,0.090084,0.909916,0.401338
0.6700,0.491453,0.329513,0.329513,0.083101,0.916899,0.394511
0.6800,0.500000,0.306590,0.306590,0.074721,0.925279,0.380107
0.6900,0.515625,0.283668,0.283668,0.064944,0.935056,0.365989
0.7000,0.530387,0.275072,0.275072,0.059358,0.940642,0.362264
0.7100,0.538012,0.263610,0.263610,0.055168,0.944832,0.353846
0.7200,0.564626,0.237822,0.237822,0.044693,0.955307,0.334677
0.7300,0.569343,0.223496,0.223496,0.041201,0.958799,0.320988
0.7400,0.568000,0.203438,0.203438,0.037709,0.962291,0.299578
0.7500,0.550459,0.171920,0.171920,0.034218,0.965782,0.262009
0.7600,0.547368,0.148997,0.148997,0.030028,0.969972,0.234234
0.7700,0.569767,0.140401,0.140401,0.025838,0.974162,0.225287
0.7800,0.562500,0.128940,0.128940,0.024441,0.975559,0.209790
0.7900,0.602941,0.117479,0.117479,0.018855,0.981145,0.196643
0.8000,0.578947,0.094556,0.094556,0.016760,0.983240,0.162562
0.8100,0.636364,0.080229,0.080229,0.011173,0.988827,0.142494
0.8200,0.575758,0.054441,0.054441,0.009777,0.990223,0.099476
0.8300,0.518519,0.040115,0.040115,0.009078,0.990922,0.074468
0.8400,0.647059,0.031519,0.031519,0.004190,0.995810,0.060109
0.8500,0.700000,0.020057,0.020057,0.002095,0.997905,0.038997
0.8600,0.714286,0.014327,0.014327,0.001397,0.998603,0.028090
0.8700,0.750000,0.008596,0.008596,0.000698,0.999302,0.016997
0.8800,1.000000,0.008596,0.008596,0.000000,1.000000,0.017045
0.8900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9100,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.0000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
