threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0100,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0200,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0300,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0400,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0500,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0600,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0700,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0800,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0900,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.1000,0.196067,1.000000,1.000000,0.999302,0.000698,0.327853
0.1100,0.196288,1.000000,1.000000,0.997905,0.002095,0.328162
0.1200,0.196953,1.000000,1.000000,0.993715,0.006285,0.329090
0.1300,0.198295,1.000000,1.000000,0.985335,0.014665,0.330963
0.1400,0.200115,1.000000,1.000000,0.974162,0.025838,0.333493
0.1500,0.203262,1.000000,1.000000,0.955307,0.044693,0.337851
0.1600,0.204586,0.997135,0.997135,0.944832,0.055168,0.339512
0.1700,0.206444,0.991404,0.991404,0.928771,0.071229,0.341728
0.1800,0.210462,0.991404,0.991404,0.906425,0.093575,0.347215
0.1900,0.213358,0.988539,0.988539,0.888268,0.111732,0.350966
0.2000,0.215909,0.979943,0.979943,0.867318,0.132682,0.353854
0.2100,0.218931,0.974212,0.974212,0.847067,0.152933,0.357518
0.2200,0.222076,0.968481,0.968481,0.826816,0.173184,0.361304
0.2300,0.224161,0.957020,0.957020,0.807263,0.192737,0.363241
0.2400,0.226402,0.948424,0.948424,0.789804,0.210196,0.365544
0.2500,0.230286,0.945559,0.945559,0.770251,0.229749,0.370370
0.2600,0.231863,0.934097,0.934097,0.754190,0.245810,0.371510
0.2700,0.238130,0.934097,0.934097,0.728352,0.271648,0.379511
0.2800,0.242287,0.922636,0.922636,0.703212,0.296788,0.383790
0.2900,0.245560,0.911175,0.911175,0.682263,0.317737,0.386861
0.3000,0.250199,0.902579,0.902579,0.659218,0.340782,0.391791
0.3100,0.252855,0.888252,0.888252,0.639665,0.360335,0.393651
0.3200,0.257143,0.876791,0.876791,0.617318,0.382682,0.397661
0.3300,0.262976,0.871060,0.871060,0.594972,0.405028,0.403987
0.3400,0.266014,0.856734,0.856734,0.576117,0.423883,0.405974
0.3500,0.272059,0.848138,0.848138,0.553073,0.446927,0.411969
0.3600,0.276616,0.833811,0.833811,0.531425,0.468575,0.415418
0.3700,0.281065,0.816619,0.816619,0.509078,0.490922,0.418195
0.3800,0.284254,0.796562,0.796562,0.488827,0.511173,0.418990
