threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.216110,1.000000,1.000000,1.000000,0.000000,0.355412
0.0100,0.216110,1.000000,1.000000,1.000000,0.000000,0.355412
0.0200,0.216724,0.999474,0.999474,0.995864,0.004136,0.356208
0.0300,0.222300,0.997105,0.997105,0.961684,0.038316,0.363549
0.0400,0.229390,0.990261,0.990261,0.917126,0.082874,0.372494
0.0500,0.236740,0.983417,0.983417,0.874093,0.125907,0.381614
0.0600,0.244006,0.972361,0.972361,0.830552,0.169448,0.390115
0.0700,0.252245,0.961306,0.961306,0.785631,0.214369,0.399628
0.0800,0.260340,0.944459,0.944459,0.739768,0.260232,0.408168
0.0900,0.270245,0.927613,0.927613,0.690566,0.309434,0.418552
0.1000,0.279220,0.908660,0.908660,0.646662,0.353338,0.427175
0.1100,0.287169,0.883127,0.883127,0.604354,0.395646,0.433407
0.1200,0.295772,0.858121,0.858121,0.563280,0.436720,0.439916
0.1300,0.305703,0.833904,0.833904,0.522134,0.477866,0.447394
0.1400,0.316076,0.809950,0.809950,0.483164,0.516836,0.454707
0.1500,0.324626,0.781785,0.781785,0.448403,0.551597,0.458758
0.1600,0.333023,0.754146,0.754146,0.416401,0.583599,0.462022
0.1700,0.341524,0.728086,0.728086,0.387010,0.612990,0.464952
0.1800,0.350873,0.703869,0.703869,0.358999,0.641001,0.468301
0.1900,0.359525,0.678073,0.678073,0.333019,0.666981,0.469901
0.2000,0.370036,0.657278,0.657278,0.308491,0.691509,0.473500
0.2100,0.380960,0.637273,0.637273,0.285486,0.714514,0.476856
0.2200,0.391290,0.617268,0.617268,0.264731,0.735269,0.478962
0.2300,0.404728,0.599368,0.599368,0.243033,0.756967,0.483183
0.2400,0.415173,0.573309,0.573309,0.222642,0.777358,0.481592
0.2500,0.423100,0.549618,0.549618,0.206604,0.793396,0.478131
0.2600,0.432618,0.530666,0.530666,0.191872,0.808128,0.476652
0.2700,0.437895,0.510397,0.510397,0.180624,0.819376,0.471375
0.2800,0.446819,0.489866,0.489866,0.167199,0.832801,0.467353
0.2900,0.453803,0.468018,0.468018,0.155298,0.844702,0.460801
0.3000,0.462078,0.450645,0.450645,0.144630,0.855370,0.456290
0.3100,0.475029,0.435641,0.435641,0.132729,0.867271,0.454483
0.3200,0.478563,0.417215,0.417215,0.125327,0.874673,0.445788
0.3300,0.486098,0.400369,0.400369,0.116691,0.883309,0.439088
0.3400,0.491497,0.380363,0.380363,0.108491,0.891509,0.428847
0.3500,0.500000,0.367202,0.367202,0.101234,0.898766,0.423433
0.3600,0.503216,0.350092,0.350092,0.095283,0.904717,0.412915
0.3700,0.505821,0.331666,0.331666,0.089332,0.910668,0.400636
0.3800,0.511538,0.315083,0.315083,0.082946,0.917054,0.389966
0.3900,0.519337,0.296920,0.296920,0.075762,0.924238,0.377826
0.4000,0.528117,0.284285,0.284285,0.070029,0.929971,0.369610
0.4100,0.541776,0.271387,0.271387,0.063280,0.936720,0.361627
0.4200,0.547286,0.257436,0.257436,0.058708,0.941292,0.350161
0.4300,0.550827,0.245328,0.245328,0.055152,0.944848,0.339465
0.4400,0.559546,0.233746,0.233746,0.050726,0.949274,0.329744
0.4500,0.562249,0.221111,0.221111,0.047460,0.952540,0.317400
0.4600,0.568670,0.209266,0.209266,0.043759,0.956241,0.305946
0.4700,0.578825,0.197157,0.197157,0.039550,0.960450,0.294129
0.4800,0.587697,0.186102,0.186102,0.035994,0.964006,0.282687
0.4900,0.599460,0.175309,0.175309,0.032293,0.967707,0.271283
0.5000,0.607595,0.164254,0.164254,0.029245,0.970755,0.258599
0.5100,0.610010,0.153988,0.153988,0.027141,0.972859,0.245902
0.5200,0.613048,0.143459,0.143459,0.024964,0.975036,0.232509
0.5300,0.615478,0.133983,0.133983,0.023077,0.976923,0.220061
0.5400,0.622368,0.124506,0.124506,0.020827,0.979173,0.207502
0.5500,0.631124,0.115293,0.115293,0.018578,0.981422,0.194970
0.5600,0.637520,0.105554,0.105554,0.016546,0.983454,0.181120
0.5700,0.652021,0.097657,0.097657,0.014369,0.985631,0.169872
0.5800,0.654717,0.091340,0.091340,0.013280,0.986720,0.160314
0.5900,0.667364,0.083969,0.083969,0.011538,0.988462,0.149170
0.6000,0.683575,0.074493,0.074493,0.009507,0.990493,0.134346
0.6100,0.686170,0.067913,0.067913,0.008563,0.991437,0.123593
0.6200,0.689552,0.060805,0.060805,0.007547,0.992453,0.111756
0.6300,0.694737,0.052119,0.052119,0.006313,0.993687,0.096964
0.6400,0.714894,0.044222,0.044222,0.004862,0.995138,0.083292
0.6500,0.709360,0.037905,0.037905,0.004282,0.995718,0.071964
0.6600,0.698225,0.031061,0.031061,0.003701,0.996299,0.059476
0.6700,0.712329,0.027376,0.027376,0.003048,0.996952,0.052725
0.6800,0.707965,0.021058,0.021058,0.002395,0.997605,0.040900
0.6900,0.739130,0.017899,0.017899,0.001742,0.998258,0.034952
0.7000,0.742857,0.013688,0.013688,0.001306,0.998694,0.026880
0.7100,0.791667,0.010003,0.010003,0.000726,0.999274,0.019756
0.7200,0.838710,0.006844,0.006844,0.000363,0.999637,0.013577
0.7300,0.840000,0.005528,0.005528,0.000290,0.999710,0.010983
0.7400,0.875000,0.003685,0.003685,0.000145,0.999855,0.007339
0.7500,0.846154,0.002895,0.002895,0.000145,0.999855,0.005771
0.7600,0.900000,0.002369,0.002369,0.000073,0.999927,0.004726
0.7700,0.875000,0.001843,0.001843,0.000073,0.999927,0.003677
0.7800,0.750000,0.000790,0.000790,0.000073,0.999927,0.001578
0.7900,0.500000,0.000263,0.000263,0.000073,0.999927,0.000526
0.8000,0.500000,0.000263,0.000263,0.000073,0.999927,0.000526
0.8100,0.000000,0.000000,0.000000,0.000073,0.999927,0.000000
0.8200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9100,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.0000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
