feature,relative_importance
cat__term_ 36 months,742.8470458984375
num__dti,202.99786376953125
num__fico_range_low,184.42422485351562
num__inq_last_6mths,106.74072265625
num__loan_amnt,88.95299530029297
num__credit_history_length,70.69518280029297
num__total_bc_limit,68.78524017333984
num__tot_hi_cred_lim,66.2558364868164
num__income_to_loan_ratio,66.17528533935547
num__tot_cur_bal,65.94561767578125
num__num_bc_tl,64.53721618652344
num__bc_util,60.470848083496094
num__mort_acc,56.000614166259766
num__total_acc,49.23310852050781
num__num_il_tl,45.08899688720703
num__annual_inc,44.94826126098633
num__num_rev_tl_bal_gt_0,44.4361686706543
num__open_acc,42.45457458496094
num__total_rev_hi_lim,38.955326080322266
num__revol_util,38.239131927490234
