threshold,precision,recall,tpr,fpr,specificity,f1
0.3000,0.441800,0.280217,0.280217,0.100190,0.899810,0.342928
0.3100,0.447431,0.259879,0.259879,0.090823,0.909177,0.328789
0.3200,0.453507,0.241930,0.241930,0.082501,0.917499,0.315534
0.3300,0.459267,0.225692,0.225692,0.075197,0.924803,0.302654
0.3400,0.464855,0.210648,0.210648,0.068624,0.931376,0.289920
0.3500,0.471851,0.197797,0.197797,0.062652,0.937348,0.278746
0.3600,0.477437,0.184999,0.184999,0.057301,0.942699,0.266668
0.3700,0.484600,0.172754,0.172754,0.051994,0.948006,0.254707
0.3800,0.489386,0.161489,0.161489,0.047681,0.952319,0.242843
0.3900,0.494366,0.150135,0.150135,0.043455,0.956545,0.230322
0.4000,0.499330,0.139422,0.139422,0.039561,0.960439,0.217980
0.4100,0.505534,0.129458,0.129458,0.035833,0.964167,0.206130
0.4200,0.513596,0.120190,0.120190,0.032211,0.967789,0.194794
0.4300,0.520147,0.110903,0.110903,0.028953,0.971047,0.182825
0.4400,0.526957,0.101741,0.101741,0.025846,0.974154,0.170554
0.4500,0.532550,0.092883,0.092883,0.023072,0.976928,0.158178
0.4600,0.542236,0.084897,0.084897,0.020282,0.979718,0.146809
0.4700,0.544808,0.076502,0.076502,0.018088,0.981912,0.134165
0.4800,0.549600,0.068535,0.068535,0.015894,0.984106,0.121872
0.4900,0.557708,0.061583,0.061583,0.013821,0.986179,0.110918
0.5000,0.567792,0.054863,0.054863,0.011818,0.988182,0.100059
0.5100,0.571217,0.048108,0.048108,0.010219,0.989781,0.088742
0.5200,0.576933,0.041638,0.041638,0.008640,0.991360,0.077670
0.5300,0.586868,0.036005,0.036005,0.007173,0.992827,0.067848
0.5400,0.593889,0.030836,0.030836,0.005967,0.994033,0.058628
0.5500,0.604603,0.026220,0.026220,0.004852,0.995148,0.050260
0.5600,0.612935,0.021960,0.021960,0.003924,0.996076,0.042400
0.5700,0.622480,0.018163,0.018163,0.003117,0.996883,0.035296
0.5800,0.626739,0.014456,0.014456,0.002436,0.997564,0.028259
0.5900,0.635294,0.011550,0.011550,0.001876,0.998124,0.022688
0.6000,0.642494,0.009001,0.009001,0.001417,0.998583,0.017754
0.6100,0.664452,0.007130,0.007130,0.001019,0.998981,0.014108
0.6200,0.675497,0.005454,0.005454,0.000741,0.999259,0.010821
0.6300,0.693009,0.004064,0.004064,0.000509,0.999491,0.008081
0.6400,0.676230,0.002941,0.002941,0.000398,0.999602,0.005857
0.6500,0.699387,0.002032,0.002032,0.000247,0.999753,0.004052
0.6600,0.682692,0.001266,0.001266,0.000166,0.999834,0.002526
0.6700,0.657143,0.000820,0.000820,0.000121,0.999879,0.001638
0.6800,0.775000,0.000553,0.000553,0.000045,0.999955,0.001104
0.6900,0.681818,0.000267,0.000267,0.000035,0.999965,0.000535
0.7000,0.727273,0.000143,0.000143,0.000015,0.999985,0.000285
0.7100,0.714286,0.000089,0.000089,0.000010,0.999990,0.000178
0.7200,0.714286,0.000089,0.000089,0.000010,0.999990,0.000178
0.7300,1.000000,0.000036,0.000036,0.000000,1.000000,0.000071
0.7400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8100,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9100,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.0000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
