threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.220569,1.000000,1.000000,1.000000,0.000000,0.361420
0.0100,0.220569,1.000000,1.000000,1.000000,0.000000,0.361420
0.0200,0.221215,0.999786,0.999786,0.996040,0.003960,0.362272
0.0300,0.225848,0.997148,0.997148,0.967244,0.032756,0.368282
0.0400,0.231441,0.991623,0.991623,0.931860,0.068140,0.375290
0.0500,0.237218,0.983940,0.983940,0.895341,0.104659,0.382273
0.0600,0.242820,0.974832,0.974832,0.860224,0.139776,0.388795
0.0700,0.248764,0.963852,0.963852,0.823695,0.176305,0.395461
0.0800,0.255213,0.949254,0.949254,0.783933,0.216067,0.402272
0.0900,0.262652,0.931715,0.931715,0.740186,0.259814,0.409785
0.1000,0.270770,0.909595,0.909595,0.693230,0.306770,0.417314
0.1100,0.278962,0.882805,0.882805,0.645720,0.354280,0.423956
0.1200,0.287030,0.853288,0.853288,0.599799,0.400201,0.429563
0.1300,0.294979,0.822612,0.822612,0.556380,0.443620,0.434244
0.1400,0.303194,0.791295,0.791295,0.514630,0.485370,0.438407
0.1500,0.311319,0.757696,0.757696,0.474323,0.525677,0.441313
0.1600,0.319808,0.722813,0.722813,0.435045,0.564955,0.443424
0.1700,0.328503,0.687289,0.687289,0.397568,0.602432,0.444533
0.1800,0.337358,0.650357,0.650357,0.361498,0.638502,0.444265
0.1900,0.346182,0.613568,0.613568,0.327929,0.672071,0.442629
0.2000,0.353823,0.576190,0.576190,0.297781,0.702219,0.438423
0.2100,0.362040,0.540934,0.540934,0.269741,0.730259,0.433766
0.2200,0.368406,0.504893,0.504893,0.244950,0.755050,0.425984
0.2300,0.376618,0.472506,0.472506,0.221323,0.778677,0.419148
0.2400,0.383549,0.439513,0.439513,0.199901,0.800099,0.409629
0.2500,0.391244,0.409515,0.409515,0.180315,0.819685,0.400171
0.2600,0.397876,0.378643,0.378643,0.162156,0.837844,0.388021
0.2700,0.405792,0.351675,0.351675,0.145728,0.854272,0.376800
0.2800,0.412671,0.326720,0.326720,0.131589,0.868411,0.364700
0.2900,0.419588,0.303388,0.303388,0.118762,0.881238,0.352150
0.3000,0.426707,0.282677,0.282677,0.107474,0.892526,0.340070
0.3100,0.433670,0.263604,0.263604,0.097416,0.902584,0.327898
0.3200,0.439243,0.245869,0.245869,0.088826,0.911174,0.315266
0.3300,0.445037,0.229257,0.229257,0.080902,0.919098,0.302621
0.3400,0.451607,0.214160,0.214160,0.073593,0.926407,0.290540
0.3500,0.457641,0.199793,0.199793,0.067005,0.932995,0.278153
0.3600,0.463710,0.186764,0.186764,0.061124,0.938876,0.266280
0.3700,0.470718,0.174928,0.174928,0.055661,0.944339,0.255068
0.3800,0.475780,0.163164,0.163164,0.050874,0.949126,0.242995
0.3900,0.480789,0.152113,0.152113,0.046486,0.953514,0.231108
0.4000,0.486988,0.141757,0.141757,0.042259,0.957741,0.219593
0.4100,0.492690,0.131544,0.131544,0.038330,0.961670,0.207648
0.4200,0.496944,0.121740,0.121740,0.034875,0.965125,0.195570
0.4300,0.501030,0.112686,0.112686,0.031757,0.968243,0.183990
0.4400,0.506524,0.103791,0.103791,0.028615,0.971385,0.172281
0.4500,0.512037,0.095539,0.095539,0.025765,0.974235,0.161031
0.4600,0.517267,0.087838,0.087838,0.023198,0.976802,0.150175
0.4700,0.523389,0.080370,0.080370,0.020711,0.979289,0.139343
0.4800,0.528742,0.072795,0.072795,0.018360,0.981640,0.127971
0.4900,0.535406,0.066307,0.066307,0.016282,0.983718,0.118000
0.5000,0.537702,0.059230,0.059230,0.014411,0.985589,0.106706
0.5100,0.545504,0.053099,0.053099,0.012519,0.987481,0.096777
0.5200,0.555602,0.047288,0.047288,0.010703,0.989297,0.087158
0.5300,0.565492,0.041477,0.041477,0.009019,0.990981,0.077286
0.5400,0.566109,0.034954,0.034954,0.007581,0.992419,0.065842
0.5500,0.579756,0.029606,0.029606,0.006073,0.993927,0.056336
0.5600,0.597281,0.025061,0.025061,0.004782,0.995218,0.048104
0.5700,0.604676,0.020284,0.020284,0.003753,0.996247,0.039252
0.5800,0.610919,0.015757,0.015757,0.002840,0.997160,0.030721
0.5900,0.617754,0.012156,0.012156,0.002129,0.997871,0.023843
0.6000,0.632783,0.008877,0.008877,0.001458,0.998542,0.017507
0.6100,0.666075,0.006684,0.006684,0.000948,0.999052,0.013235
0.6200,0.680217,0.004474,0.004474,0.000595,0.999405,0.008889
0.6300,0.699153,0.002941,0.002941,0.000358,0.999642,0.005857
0.6400,0.719178,0.001872,0.001872,0.000207,0.999793,0.003733
0.6500,0.695652,0.001141,0.001141,0.000141,0.999859,0.002278
0.6600,0.678571,0.000677,0.000677,0.000091,0.999909,0.001353
0.6700,0.606061,0.000356,0.000356,0.000066,0.999934,0.000713
0.6800,0.600000,0.000160,0.000160,0.000030,0.999970,0.000321
0.6900,0.250000,0.000018,0.000018,0.000015,0.999985,0.000036
0.7000,0.000000,0.000000,0.000000,0.000010,0.999990,0.000000
0.7100,0.000000,0.000000,0.000000,0.000005,0.999995,0.000000
0.7200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8100,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9100,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.0000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
