threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.148571,1.000000,1.000000,1.000000,0.000000,0.258706
0.0100,0.198020,0.769231,0.769231,0.543624,0.456376,0.314961
0.0200,0.217391,0.769231,0.769231,0.483221,0.516779,0.338983
0.0300,0.231707,0.730769,0.730769,0.422819,0.577181,0.351852
0.0400,0.250000,0.730769,0.730769,0.382550,0.617450,0.372549
0.0500,0.260274,0.730769,0.730769,0.362416,0.637584,0.383838
0.0600,0.253521,0.692308,0.692308,0.355705,0.644295,0.371134
0.0700,0.253521,0.692308,0.692308,0.355705,0.644295,0.371134
0.0800,0.253521,0.692308,0.692308,0.355705,0.644295,0.371134
0.0900,0.253521,0.692308,0.692308,0.355705,0.644295,0.371134
0.1000,0.257143,0.692308,0.692308,0.348993,0.651007,0.375000
0.1100,0.264706,0.692308,0.692308,0.335570,0.664430,0.382979
0.1200,0.268657,0.692308,0.692308,0.328859,0.671141,0.387097
0.1300,0.268657,0.692308,0.692308,0.328859,0.671141,0.387097
0.1400,0.268657,0.692308,0.692308,0.328859,0.671141,0.387097
0.1500,0.268657,0.692308,0.692308,0.328859,0.671141,0.387097
0.1600,0.268657,0.692308,0.692308,0.328859,0.671141,0.387097
0.1700,0.268657,0.692308,0.692308,0.328859,0.671141,0.387097
0.1800,0.272727,0.692308,0.692308,0.322148,0.677852,0.391304
0.1900,0.276923,0.692308,0.692308,0.315436,0.684564,0.395604
0.2000,0.265625,0.653846,0.653846,0.315436,0.684564,0.377778
0.2100,0.269841,0.653846,0.653846,0.308725,0.691275,0.382022
0.2200,0.269841,0.653846,0.653846,0.308725,0.691275,0.382022
0.2300,0.274194,0.653846,0.653846,0.302013,0.697987,0.386364
0.2400,0.274194,0.653846,0.653846,0.302013,0.697987,0.386364
0.2500,0.271186,0.615385,0.615385,0.288591,0.711409,0.376471
0.2600,0.271186,0.615385,0.615385,0.288591,0.711409,0.376471
0.2700,0.275862,0.615385,0.615385,0.281879,0.718121,0.380952
0.2800,0.267857,0.576923,0.576923,0.275168,0.724832,0.365854
0.2900,0.272727,0.576923,0.576923,0.268456,0.731544,0.370370
0.3000,0.272727,0.576923,0.576923,0.268456,0.731544,0.370370
0.3100,0.277778,0.576923,0.576923,0.261745,0.738255,0.375000
0.3200,0.269231,0.538462,0.538462,0.255034,0.744966,0.358974
0.3300,0.269231,0.538462,0.538462,0.255034,0.744966,0.358974
0.3400,0.269231,0.538462,0.538462,0.255034,0.744966,0.358974
0.3500,0.269231,0.538462,0.538462,0.255034,0.744966,0.358974
0.3600,0.269231,0.538462,0.538462,0.255034,0.744966,0.358974
0.3700,0.254902,0.500000,0.500000,0.255034,0.744966,0.337662
0.3800,0.240000,0.461538,0.461538,0.255034,0.744966,0.315789
