,DRF [DRF_1],DeepLearning [DeepLearning_grid_1],GBM [GBM_grid_1],GLM [GLM_1],XGBoost [XGBoost_grid_1],XRT [XRT_1]
DRF [DRF_1],1.0,0.47848847780129355,0.7808431853222215,0.5574201672472939,0.705393607235708,0.6515851007875361
DeepLearning [DeepLearning_grid_1],0.47848847780129355,1.0,0.4961429535365579,0.7902628795174086,0.5347800423304525,0.39815707399314304
GBM [GBM_grid_1],0.7808431853222215,0.4961429535365579,1.0,0.5418889245370123,0.6903109328720629,0.6333458150362045
GLM [GLM_1],0.5574201672472939,0.7902628795174086,0.5418889245370123,1.0,0.5940558695059492,0.47628966611992907
XGBoost [XGBoost_grid_1],0.705393607235708,0.5347800423304525,0.6903109328720629,0.5940558695059492,1.0,0.608041756594998
XRT [XRT_1],0.6515851007875361,0.39815707399314304,0.6333458150362045,0.47628966611992907,0.608041756594998,1.0
