feature,relative_importance
num__installment,0.243174210190773
num__loan_amnt,0.19903364777565002
cat__term_ 36 months,0.19449593126773834
cat__term_ 60 months,0.17829494178295135
num__dti,0.1652451604604721
num__int_rate,0.1567353904247284
cat__grade_A,0.14875638484954834
cat__sub_grade_A1,0.13463902473449707
cat__home_ownership_MORTGAGE,0.08675477653741837
cat__sub_grade_A3,0.08170107752084732
num__revol_bal,0.0793575569987297
num__inq_last_6mths,0.07777378708124161
cat__home_ownership_RENT,0.07696354389190674
cat__grade_D,0.07499774545431137
cat__grade_C,0.06668933480978012
cat__addr_state_OR,0.06435645371675491
cat__sub_grade_A2,0.062406428158283234
cat__grade_E,0.059898924082517624
num__fico_avg,0.055935729295015335
cat__addr_state_SC,0.052429113537073135
