,DRF [DRF_1],DeepLearning [DeepLearning_1],GBM [GBM_grid_1],GLM [GLM_1],XGBoost [XGBoost_grid_1],XRT [XRT_1]
DRF [DRF_1],1.0,0.3796335933937157,0.8279370706823349,0.7540687752264809,0.8063125160067366,0.6830703341172145
DeepLearning [DeepLearning_1],0.3796335933937157,1.0,0.4298960080463552,0.5860106865695032,0.481512065183109,0.3570879624989485
GBM [GBM_grid_1],0.8279370706823349,0.4298960080463552,1.0,0.835219238744021,0.81792595314574,0.80064037832129
GLM [GLM_1],0.7540687752264809,0.5860106865695032,0.835219238744021,1.0,0.7549733884817479,0.7097630348187518
XGBoost [XGBoost_grid_1],0.8063125160067366,0.481512065183109,0.81792595314574,0.7549733884817479,1.0,0.6701318941665572
XRT [XRT_1],0.6830703341172145,0.3570879624989485,0.80064037832129,0.7097630348187518,0.6701318941665572,1.0
