threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.148571,1.000000,1.000000,1.000000,0.000000,0.258706
0.0100,0.204545,0.346154,0.346154,0.234899,0.765101,0.257143
0.0200,0.209302,0.346154,0.346154,0.228188,0.771812,0.260870
0.0300,0.219512,0.346154,0.346154,0.214765,0.785235,0.268657
0.0400,0.219512,0.346154,0.346154,0.214765,0.785235,0.268657
0.0500,0.243243,0.346154,0.346154,0.187919,0.812081,0.285714
0.0600,0.250000,0.346154,0.346154,0.181208,0.818792,0.290323
0.0700,0.250000,0.346154,0.346154,0.181208,0.818792,0.290323
0.0800,0.250000,0.346154,0.346154,0.181208,0.818792,0.290323
0.0900,0.250000,0.346154,0.346154,0.181208,0.818792,0.290323
0.1000,0.264706,0.346154,0.346154,0.167785,0.832215,0.300000
0.1100,0.242424,0.307692,0.307692,0.167785,0.832215,0.271186
0.1200,0.250000,0.307692,0.307692,0.161074,0.838926,0.275862
0.1300,0.250000,0.307692,0.307692,0.161074,0.838926,0.275862
0.1400,0.250000,0.307692,0.307692,0.161074,0.838926,0.275862
0.1500,0.225806,0.269231,0.269231,0.161074,0.838926,0.245614
0.1600,0.233333,0.269231,0.269231,0.154362,0.845638,0.250000
0.1700,0.241379,0.269231,0.269231,0.147651,0.852349,0.254545
0.1800,0.241379,0.269231,0.269231,0.147651,0.852349,0.254545
0.1900,0.241379,0.269231,0.269231,0.147651,0.852349,0.254545
0.2000,0.250000,0.269231,0.269231,0.140940,0.859060,0.259259
0.2100,0.250000,0.269231,0.269231,0.140940,0.859060,0.259259
0.2200,0.250000,0.269231,0.269231,0.140940,0.859060,0.259259
0.2300,0.250000,0.269231,0.269231,0.140940,0.859060,0.259259
0.2400,0.250000,0.269231,0.269231,0.140940,0.859060,0.259259
0.2500,0.250000,0.269231,0.269231,0.140940,0.859060,0.259259
0.2600,0.259259,0.269231,0.269231,0.134228,0.865772,0.264151
0.2700,0.269231,0.269231,0.269231,0.127517,0.872483,0.269231
0.2800,0.269231,0.269231,0.269231,0.127517,0.872483,0.269231
0.2900,0.269231,0.269231,0.269231,0.127517,0.872483,0.269231
0.3000,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.3100,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.3200,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.3300,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.3400,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.3500,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.3600,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.3700,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.3800,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.3900,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.4000,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.4100,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.4200,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.4300,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.4400,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.4500,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.4600,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.4700,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.4800,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.4900,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.5000,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.5100,0.250000,0.230769,0.230769,0.120805,0.879195,0.240000
0.5200,0.250000,0.230769,0.230769,0.120805,0.879195,0.240000
0.5300,0.250000,0.230769,0.230769,0.120805,0.879195,0.240000
0.5400,0.260870,0.230769,0.230769,0.114094,0.885906,0.244898
0.5500,0.260870,0.230769,0.230769,0.114094,0.885906,0.244898
0.5600,0.260870,0.230769,0.230769,0.114094,0.885906,0.244898
0.5700,0.272727,0.230769,0.230769,0.107383,0.892617,0.250000
0.5800,0.272727,0.230769,0.230769,0.107383,0.892617,0.250000
0.5900,0.272727,0.230769,0.230769,0.107383,0.892617,0.250000
0.6000,0.272727,0.230769,0.230769,0.107383,0.892617,0.250000
0.6100,0.272727,0.230769,0.230769,0.107383,0.892617,0.250000
0.6200,0.238095,0.192308,0.192308,0.107383,0.892617,0.212766
0.6300,0.250000,0.192308,0.192308,0.100671,0.899329,0.217391
0.6400,0.250000,0.192308,0.192308,0.100671,0.899329,0.217391
0.6500,0.250000,0.192308,0.192308,0.100671,0.899329,0.217391
0.6600,0.250000,0.192308,0.192308,0.100671,0.899329,0.217391
0.6700,0.250000,0.192308,0.192308,0.100671,0.899329,0.217391
0.6800,0.250000,0.192308,0.192308,0.100671,0.899329,0.217391
0.6900,0.250000,0.192308,0.192308,0.100671,0.899329,0.217391
0.7000,0.250000,0.192308,0.192308,0.100671,0.899329,0.217391
0.7100,0.250000,0.192308,0.192308,0.100671,0.899329,0.217391
0.7200,0.294118,0.192308,0.192308,0.080537,0.919463,0.232558
0.7300,0.312500,0.192308,0.192308,0.073826,0.926174,0.238095
0.7400,0.312500,0.192308,0.192308,0.073826,0.926174,0.238095
0.7500,0.312500,0.192308,0.192308,0.073826,0.926174,0.238095
0.7600,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.7700,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.7800,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.7900,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.8000,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.8100,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.8200,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.8300,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.8400,0.357143,0.192308,0.192308,0.060403,0.939597,0.250000
0.8500,0.357143,0.192308,0.192308,0.060403,0.939597,0.250000
0.8600,0.357143,0.192308,0.192308,0.060403,0.939597,0.250000
0.8700,0.384615,0.192308,0.192308,0.053691,0.946309,0.256410
0.8800,0.416667,0.192308,0.192308,0.046980,0.953020,0.263158
0.8900,0.416667,0.192308,0.192308,0.046980,0.953020,0.263158
0.9000,0.416667,0.192308,0.192308,0.046980,0.953020,0.263158
0.9100,0.416667,0.192308,0.192308,0.046980,0.953020,0.263158
0.9200,0.416667,0.192308,0.192308,0.046980,0.953020,0.263158
0.9300,0.416667,0.192308,0.192308,0.046980,0.953020,0.263158
0.9400,0.416667,0.192308,0.192308,0.046980,0.953020,0.263158
0.9500,0.416667,0.192308,0.192308,0.046980,0.953020,0.263158
0.9600,0.363636,0.153846,0.153846,0.046980,0.953020,0.216216
0.9700,0.363636,0.153846,0.153846,0.046980,0.953020,0.216216
0.9800,0.400000,0.153846,0.153846,0.040268,0.959732,0.222222
0.9900,0.333333,0.115385,0.115385,0.040268,0.959732,0.171429
1.0000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
