model_id,aucpr,auc,logloss,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
DeepLearning_grid_3_AutoML_1_20250929_45334_model_7,0.8935749052427692,0.7215852594152349,0.4895634383525958,0.4759616397819646,0.4001341130299162,0.1601073084102377,57761,0.00402,DeepLearning
DeepLearning_grid_3_AutoML_1_20250929_45334_model_33,0.8933968804420684,0.7210598113083995,0.4817518326387111,0.4783017067866955,0.3960308021795556,0.1568403962749823,41124,0.001788,DeepLearning
DeepLearning_grid_3_AutoML_1_20250929_45334_model_45,0.8933111230603341,0.7212620967367963,0.5020956399034734,0.4735913161689182,0.4060006127313679,0.1648364975382462,34376,0.001039,DeepLearning
DeepLearning_grid_1_AutoML_1_20250929_45334_model_85,0.8933051131345919,0.719904389423455,0.4857149727892588,0.4809499037068939,0.3965208044869778,0.157228748391,33537,0.000815,DeepLearning
DeepLearning_grid_1_AutoML_1_20250929_45334_model_45,0.8932367587368221,0.7195247513421246,0.5620064900824367,0.5,0.3991807729795081,0.1593452895165176,33502,0.000796,DeepLearning
DeepLearning_grid_2_AutoML_1_20250929_45334_model_1,0.8931302864021545,0.7203850424717319,0.4954255863736721,0.4745624577268639,0.399030108826605,0.1592250277501722,44163,0.001121,DeepLearning
DeepLearning_grid_2_AutoML_1_20250929_45334_model_7,0.8931101291918516,0.7209594993161326,0.4899055356902571,0.4817787150925443,0.4002560995183813,0.1602049452016684,49230,0.002731,DeepLearning
DeepLearning_grid_3_AutoML_1_20250929_45334_model_72,0.8931020952401754,0.7210027821140483,0.4810640226531965,0.4805177077587426,0.3948741831238356,0.1559256204977165,65944,0.003534,DeepLearning
DeepLearning_grid_3_AutoML_1_20250929_45334_model_28,0.8929537212969656,0.7205530204149881,0.4879832255711444,0.480591569225628,0.3992005105604859,0.1593610476317526,36104,0.001734,DeepLearning
DeepLearning_grid_3_AutoML_1_20250929_45334_model_1,0.8929438819191996,0.7201899833617782,0.4933738274058997,0.4790456838522993,0.3991164860837018,0.1592939694638017,34106,0.000973,DeepLearning
DeepLearning_grid_1_AutoML_1_20250929_45334_model_36,0.8928131446983174,0.7200502776885062,0.4949333932562209,0.4799384530791492,0.3997141286728693,0.1597713846607111,50717,0.001129,DeepLearning
DeepLearning_grid_1_AutoML_1_20250929_45334_model_74,0.8927761141939102,0.7215989379947991,0.4963275877670202,0.4673014877807256,0.3972191644555949,0.157783064610801,44649,0.001159,DeepLearning
DeepLearning_grid_1_AutoML_1_20250929_45334_model_28,0.8927564631638373,0.7208397774543452,0.4877598391600828,0.476867261139744,0.39753207641583,0.1580317517794813,40300,0.00114,DeepLearning
DeepLearning_grid_1_AutoML_1_20250929_45334_model_87,0.8927395030209836,0.7185880585313064,0.4975063792048221,0.4789552501933606,0.4011137546108426,0.1608922441380072,39889,0.001721,DeepLearning
DeepLearning_grid_1_AutoML_1_20250929_45334_model_7,0.8926864046712102,0.7189022270666704,0.4843554091910853,0.4777401816329759,0.396561631517819,0.1572611275920744,66830,0.001715,DeepLearning
