threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.220569,1.000000,1.000000,1.000000,0.000000,0.361420
0.0100,0.220569,1.000000,1.000000,1.000000,0.000000,0.361420
0.0200,0.220571,1.000000,1.000000,0.999985,0.000015,0.361423
0.0300,0.220672,0.999947,0.999947,0.999344,0.000656,0.361555
0.0400,0.221599,0.999430,0.999430,0.993468,0.006532,0.362764
0.0500,0.224938,0.997790,0.997790,0.972923,0.027077,0.367115
0.0600,0.229354,0.993583,0.993583,0.944752,0.055248,0.372681
0.0700,0.234588,0.987291,0.987291,0.911593,0.088407,0.379099
0.0800,0.239963,0.977916,0.977916,0.876511,0.123489,0.385365
0.0900,0.246053,0.966900,0.966900,0.838419,0.161581,0.392280
0.1000,0.253446,0.950680,0.950680,0.792457,0.207543,0.400201
0.1100,0.262818,0.925726,0.925726,0.734798,0.265202,0.409404
0.1200,0.274037,0.894034,0.894034,0.670234,0.329766,0.419492
0.1300,0.284737,0.857013,0.857013,0.609222,0.390778,0.427455
0.1400,0.294509,0.821311,0.821311,0.556758,0.443242,0.433553
0.1500,0.302954,0.784468,0.784468,0.510772,0.489228,0.437103
0.1600,0.311231,0.749300,0.749300,0.469259,0.530741,0.439790
0.1700,0.319566,0.715345,0.715345,0.431030,0.568970,0.441777
0.1800,0.327635,0.681853,0.681853,0.395979,0.604021,0.442598
0.1900,0.340243,0.631036,0.631036,0.346270,0.653730,0.442109
0.2000,0.352766,0.573035,0.573035,0.297524,0.702476,0.436697
0.2100,0.361406,0.531451,0.531451,0.265741,0.734259,0.430236
0.2200,0.372316,0.486872,0.486872,0.232279,0.767721,0.421958
0.2300,0.384237,0.437535,0.437535,0.198423,0.801577,0.409158
0.2400,0.395949,0.387127,0.387127,0.167130,0.832870,0.391489
0.2500,0.407900,0.338110,0.338110,0.138888,0.861112,0.369741
0.2600,0.418764,0.292373,0.292373,0.114838,0.885162,0.344337
0.2700,0.431728,0.251074,0.251074,0.093522,0.906478,0.317503
0.2800,0.445152,0.215693,0.215693,0.076080,0.923920,0.290586
0.2900,0.459004,0.184001,0.184001,0.061371,0.938629,0.262695
0.3000,0.471125,0.154715,0.154715,0.049149,0.950851,0.232936
0.3100,0.483301,0.130777,0.130777,0.039566,0.960434,0.205853
0.3200,0.493538,0.109584,0.109584,0.031823,0.968177,0.179347
0.3300,0.500685,0.091136,0.091136,0.025720,0.974280,0.154203
0.3400,0.507125,0.075486,0.075486,0.020761,0.979239,0.131412
0.3500,0.511802,0.063383,0.063383,0.017109,0.982891,0.112798
0.3600,0.512651,0.053812,0.053812,0.014476,0.985524,0.097400
0.3700,0.516856,0.046183,0.046183,0.012217,0.987783,0.084790
0.3800,0.516275,0.040711,0.040711,0.010794,0.989206,0.075470
0.3900,0.510079,0.035631,0.035631,0.009685,0.990315,0.066609
0.4000,0.505845,0.031620,0.031620,0.008741,0.991259,0.059520
0.4100,0.505359,0.028572,0.028572,0.007914,0.992086,0.054087
0.4200,0.500173,0.025721,0.025721,0.007274,0.992726,0.048925
0.4300,0.498323,0.023831,0.023831,0.006789,0.993211,0.045487
0.4400,0.496443,0.022387,0.022387,0.006426,0.993574,0.042843
0.4500,0.494396,0.021229,0.021229,0.006144,0.993856,0.040710
0.4600,0.498689,0.020338,0.020338,0.005786,0.994214,0.039081
0.4700,0.501376,0.019482,0.019482,0.005483,0.994517,0.037507
0.4800,0.507212,0.018805,0.018805,0.005170,0.994830,0.036265
0.4900,0.509007,0.017628,0.017628,0.004812,0.995188,0.034076
0.5000,0.515067,0.016452,0.016452,0.004383,0.995617,0.031885
0.5100,0.523602,0.015026,0.015026,0.003869,0.996131,0.029214
0.5200,0.520056,0.013172,0.013172,0.003440,0.996560,0.025694
0.5300,0.522250,0.011087,0.011087,0.002870,0.997130,0.021713
0.5400,0.537824,0.009251,0.009251,0.002250,0.997750,0.018189
0.5500,0.545828,0.007112,0.007112,0.001675,0.998325,0.014041
0.5600,0.539347,0.005009,0.005009,0.001211,0.998789,0.009925
0.5700,0.504065,0.003315,0.003315,0.000923,0.999077,0.006587
0.5800,0.483271,0.002317,0.002317,0.000701,0.999299,0.004612
0.5900,0.429268,0.001569,0.001569,0.000590,0.999410,0.003126
0.6000,0.366864,0.001105,0.001105,0.000540,0.999460,0.002204
0.6100,0.290780,0.000731,0.000731,0.000504,0.999496,0.001458
0.6200,0.274809,0.000642,0.000642,0.000479,0.999521,0.001280
0.6300,0.256198,0.000553,0.000553,0.000454,0.999546,0.001103
0.6400,0.247863,0.000517,0.000517,0.000444,0.999556,0.001032
0.6500,0.250000,0.000499,0.000499,0.000424,0.999576,0.000996
0.6600,0.238095,0.000446,0.000446,0.000404,0.999596,0.000890
0.6700,0.225490,0.000410,0.000410,0.000398,0.999602,0.000818
0.6800,0.237113,0.000410,0.000410,0.000373,0.999627,0.000819
0.6900,0.237113,0.000410,0.000410,0.000373,0.999627,0.000819
0.7000,0.231579,0.000392,0.000392,0.000368,0.999632,0.000783
0.7100,0.234043,0.000392,0.000392,0.000363,0.999637,0.000783
0.7200,0.236559,0.000392,0.000392,0.000358,0.999642,0.000783
0.7300,0.219780,0.000356,0.000356,0.000358,0.999642,0.000712
0.7400,0.224719,0.000356,0.000356,0.000348,0.999652,0.000712
0.7500,0.211765,0.000321,0.000321,0.000338,0.999662,0.000641
0.7600,0.214286,0.000321,0.000321,0.000333,0.999667,0.000641
0.7700,0.219512,0.000321,0.000321,0.000323,0.999677,0.000641
0.7800,0.219512,0.000321,0.000321,0.000323,0.999677,0.000641
0.7900,0.225000,0.000321,0.000321,0.000313,0.999687,0.000641
0.8000,0.213333,0.000285,0.000285,0.000298,0.999702,0.000570
0.8100,0.200000,0.000250,0.000250,0.000282,0.999718,0.000498
0.8200,0.202899,0.000250,0.000250,0.000277,0.999723,0.000498
0.8300,0.212121,0.000250,0.000250,0.000262,0.999738,0.000498
0.8400,0.218750,0.000250,0.000250,0.000252,0.999748,0.000499
0.8500,0.213115,0.000232,0.000232,0.000242,0.999758,0.000463
0.8600,0.200000,0.000214,0.000214,0.000242,0.999758,0.000427
0.8700,0.203390,0.000214,0.000214,0.000237,0.999763,0.000427
0.8800,0.196429,0.000196,0.000196,0.000227,0.999773,0.000392
0.8900,0.200000,0.000196,0.000196,0.000222,0.999778,0.000392
0.9000,0.203704,0.000196,0.000196,0.000217,0.999783,0.000392
0.9100,0.207547,0.000196,0.000196,0.000212,0.999788,0.000392
0.9200,0.211538,0.000196,0.000196,0.000207,0.999793,0.000392
0.9300,0.211538,0.000196,0.000196,0.000207,0.999793,0.000392
0.9400,0.204082,0.000178,0.000178,0.000197,0.999803,0.000356
0.9500,0.191489,0.000160,0.000160,0.000192,0.999808,0.000321
0.9600,0.204545,0.000160,0.000160,0.000177,0.999823,0.000321
0.9700,0.209302,0.000160,0.000160,0.000171,0.999829,0.000321
0.9800,0.205128,0.000143,0.000143,0.000156,0.999844,0.000285
0.9900,0.218750,0.000125,0.000125,0.000126,0.999874,0.000249
1.0000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
