threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0100,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0200,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0300,0.196288,1.000000,1.000000,0.997905,0.002095,0.328162
0.0400,0.197167,0.997135,0.997135,0.989525,0.010475,0.329234
0.0500,0.200115,0.997135,0.997135,0.971369,0.028631,0.333333
0.0600,0.203410,0.991404,0.991404,0.946229,0.053771,0.337561
0.0700,0.210079,0.991404,0.991404,0.908520,0.091480,0.346693
0.0800,0.217752,0.977077,0.977077,0.855447,0.144553,0.356136
0.0900,0.226874,0.962751,0.962751,0.799581,0.200419,0.367213
0.1000,0.237892,0.957020,0.957020,0.747207,0.252793,0.381061
0.1100,0.246177,0.922636,0.922636,0.688547,0.311453,0.388654
0.1200,0.257002,0.893983,0.893983,0.629888,0.370112,0.399232
0.1300,0.272072,0.865330,0.865330,0.564246,0.435754,0.413982
0.1400,0.282051,0.819484,0.819484,0.508380,0.491620,0.419663
0.1500,0.294118,0.773639,0.773639,0.452514,0.547486,0.426204
0.1600,0.307879,0.727794,0.727794,0.398743,0.601257,0.432709
0.1700,0.324111,0.704871,0.704871,0.358240,0.641760,0.444043
0.1800,0.342067,0.673352,0.673352,0.315642,0.684358,0.453668
0.1900,0.361874,0.641834,0.641834,0.275838,0.724162,0.462810
0.2000,0.375221,0.607450,0.607450,0.246508,0.753492,0.463895
0.2100,0.390533,0.567335,0.567335,0.215782,0.784218,0.462617
0.2200,0.405640,0.535817,0.535817,0.191341,0.808659,0.461728
0.2300,0.421182,0.489971,0.489971,0.164106,0.835894,0.452980
0.2400,0.429708,0.464183,0.464183,0.150140,0.849860,0.446281
0.2500,0.436261,0.441261,0.441261,0.138966,0.861034,0.438746
0.2600,0.455385,0.424069,0.424069,0.123603,0.876397,0.439169
0.2700,0.479866,0.409742,0.409742,0.108240,0.891760,0.442040
0.2800,0.500000,0.392550,0.392550,0.095670,0.904330,0.439807
0.2900,0.515504,0.381089,0.381089,0.087291,0.912709,0.438221
0.3000,0.521552,0.346705,0.346705,0.077514,0.922486,0.416523
0.3100,0.525822,0.320917,0.320917,0.070531,0.929469,0.398577
0.3200,0.523316,0.289398,0.289398,0.064246,0.935754,0.372694
0.3300,0.534091,0.269341,0.269341,0.057263,0.942737,0.358095
0.3400,0.531646,0.240688,0.240688,0.051676,0.948324,0.331361
0.3500,0.569444,0.234957,0.234957,0.043296,0.956704,0.332657
0.3600,0.586957,0.232092,0.232092,0.039804,0.960196,0.332649
0.3700,0.608000,0.217765,0.217765,0.034218,0.965782,0.320675
0.3800,0.601695,0.203438,0.203438,0.032821,0.967179,0.304069
