feature,relative_importance
cat__addr_state_WY,1.0
cat__purpose_renewable_energy,0.9928305745124817
cat__sub_grade_G5,0.9746007919311523
num__fico_spread,0.9578601717948914
cat__sub_grade_G4,0.9324186444282532
cat__sub_grade_G1,0.9269521236419678
cat__addr_state_VT,0.9055249691009521
cat__sub_grade_G2,0.9006127715110779
cat__sub_grade_G3,0.8873528242111206
cat__sub_grade_A1,0.8745365142822266
cat__addr_state_AK,0.8651745319366455
cat__sub_grade_F4,0.8139910697937012
cat__addr_state_DC,0.8107044100761414
cat__sub_grade_A2,0.787282407283783
cat__addr_state_MT,0.7693065404891968
cat__addr_state_RI,0.7629059553146362
cat__addr_state_SD,0.7568617463111877
cat__sub_grade_F5,0.7518486380577087
cat__addr_state_ND,0.7373310923576355
cat__sub_grade_F3,0.6940366625785828
