feature,relative_importance
num__int_rate,0.13551850616931915
cat__term_ 36 months,0.10703278332948685
cat__term_ 60 months,0.106952965259552
cat__grade_A,0.09357425570487976
cat__grade_D,0.07601652294397354
cat__home_ownership_MORTGAGE,0.0718403160572052
cat__addr_state_OK,0.06476443260908127
cat__grade_E,0.0611601397395134
cat__sub_grade_D4,0.05692136660218239
cat__home_ownership_RENT,0.054537609219551086
cat__sub_grade_A1,0.053402576595544815
num__fico_range_low,0.05031680315732956
num__fico_avg,0.05029521882534027
num__fico_range_high,0.050267599523067474
cat__sub_grade_C4,0.047319382429122925
cat__sub_grade_D2,0.0467323400080204
cat__sub_grade_A2,0.043983038514852524
cat__addr_state_LA,0.043499335646629333
cat__sub_grade_E3,0.043097417801618576
num__revol_bal,0.042690735310316086
