model_id,aucpr,auc,logloss,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
DeepLearning_grid_1_AutoML_1_20250925_20533_model_2,0.9195203282269816,0.7624362244897959,0.9134229806391596,0.3616071428571429,0.4193953300141521,0.1758924428376795,5332,0.14975,DeepLearning
GLM_1_AutoML_1_20250925_20533,0.9184830476606726,0.7557397959183673,0.4212776140570163,0.34375,0.3593698197912082,0.1291466673767654,492,0.109951,GLM
XRT_1_AutoML_1_20250925_20533,0.9107734991563478,0.720344387755102,0.5433860103815255,0.4642857142857143,0.4097940715363528,0.1679311810663414,2567,0.064729,DRF
DeepLearning_grid_2_AutoML_1_20250925_20533_model_2,0.9085277535385348,0.7241709183673469,0.8065924344699678,0.3482142857142857,0.4718037601761182,0.222598788116324,527,0.074555,DeepLearning
DRF_1_AutoML_1_20250925_20533,0.904516043730182,0.7289540816326531,0.5459040552727833,0.3571428571428571,0.4049358566969434,0.1639730480388875,917,0.056996,DRF
DeepLearning_grid_2_AutoML_1_20250925_20533_model_5,0.903895622558575,0.7066326530612245,0.7889577789493547,0.3526785714285714,0.4125831303262189,0.1702248394297817,632,0.071353,DeepLearning
DeepLearning_grid_1_AutoML_1_20250925_20533_model_4,0.9022915501691028,0.7024872448979592,1.189207709194375,0.4107142857142857,0.4403008158215488,0.1938648084131214,5451,0.049928,DeepLearning
DeepLearning_grid_1_AutoML_1_20250925_20533_model_5,0.901843432516306,0.6980229591836735,1.0848992735557148,0.3839285714285714,0.4073986133871589,0.1659736301897797,5638,0.051282,DeepLearning
GBM_grid_1_AutoML_1_20250925_20533_model_5,0.8995805184084916,0.6798469387755102,0.6335618190430264,0.4508928571428571,0.4092154240771138,0.1674572633026121,309,0.033921,GBM
GBM_1_AutoML_1_20250925_20533,0.8962284267367278,0.7050382653061223,0.464486285399761,0.4285714285714285,0.3835214864342429,0.1470887305567311,1173,0.032012,GBM
GBM_grid_1_AutoML_1_20250925_20533_model_13,0.892918574814933,0.6906887755102041,0.5296651336054252,0.4821428571428571,0.3949606614725063,0.1559939241107997,221,0.031696,GBM
GBM_grid_1_AutoML_1_20250925_20533_model_9,0.8923553399764815,0.6913265306122449,0.549296170030925,0.3883928571428571,0.3932199798904439,0.1546219525850411,322,0.03335,GBM
GBM_grid_1_AutoML_1_20250925_20533_model_4,0.8883781677276553,0.6721938775510204,0.5551403302830901,0.4107142857142857,0.3929175823707508,0.1543842265360757,356,0.032772,GBM
GBM_grid_1_AutoML_1_20250925_20533_model_3,0.8882245924398571,0.7021683673469388,0.750422300037127,0.3392857142857143,0.4199453428739048,0.1763540910014815,661,0.060601,GBM
DeepLearning_grid_1_AutoML_1_20250925_20533_model_1,0.8877691572705907,0.6489158163265306,1.0624740005945406,0.4464285714285714,0.4694581186889359,0.220390925202955,5438,0.068481,DeepLearning
XGBoost_lr_search_selection_AutoML_1_20250925_20533_select_grid_model_1,0.8868281692720382,0.6747448979591837,0.4795622862929601,0.4017857142857143,0.3859014582671536,0.1489199354927157,165,0.051156,XGBoost
GBM_2_AutoML_1_20250925_20533,0.8865116679497487,0.663265306122449,0.5728125239397222,0.3973214285714285,0.4061876356749223,0.1649883953751834,560,0.047324,GBM
GBM_grid_1_AutoML_1_20250925_20533_model_8,0.8843487380822451,0.6479591836734694,0.6945354137629374,0.4553571428571429,0.4165642642680278,0.1735257862651633,405,0.038256,GBM
GBM_4_AutoML_1_20250925_20533,0.8838775463436136,0.6514668367346939,0.5909242832649116,0.4196428571428571,0.40403784560212,0.1632465806788025,434,0.038497,GBM
GBM_grid_1_AutoML_1_20250925_20533_model_14,0.8836546304512902,0.6792091836734694,0.4747218923967402,0.40625,0.3873158974577841,0.1500136044235288,158,0.031296,GBM
GBM_grid_1_AutoML_1_20250925_20533_model_7,0.8829769201407445,0.6954719387755102,0.4701512706000619,0.4107142857142857,0.3862315373687841,0.1491748004582544,147,0.039026,GBM
DeepLearning_grid_1_AutoML_1_20250925_20533_model_3,0.8829685868230683,0.6457270408163265,1.2969588453406211,0.34375,0.4115467757524456,0.1693707486322337,5345,0.057096,DeepLearning
DeepLearning_grid_2_AutoML_1_20250925_20533_model_1,0.8801521889775265,0.6709183673469388,0.8431749994614133,0.4285714285714285,0.4079790249387536,0.1664468847899761,5194,0.036402,DeepLearning
GBM_grid_1_AutoML_1_20250925_20533_model_6,0.8797532614607128,0.6769770408163265,0.4790837942516511,0.4821428571428571,0.3890185294077753,0.1513354162225881,188,0.039415,GBM
GBM_3_AutoML_1_20250925_20533,0.8790877395585439,0.6677295918367347,0.5637651710769674,0.3883928571428571,0.3967391099926269,0.1574019213977417,441,0.030775,GBM
GBM_grid_1_AutoML_1_20250925_20533_model_1,0.8778244625437709,0.6811224489795918,0.585170764715408,0.4642857142857143,0.4003255848995889,0.160260573925198,545,0.030521,GBM
DeepLearning_1_AutoML_1_20250925_20533,0.8772082200693336,0.6508290816326531,0.7176116867148069,0.3794642857142857,0.4092556498410363,0.1674901869268089,1038,0.028957,DeepLearning
DeepLearning_grid_1_AutoML_1_20250925_20533_model_11,0.8761038181012142,0.6428571428571429,1.5702837354882502,0.5,0.5281076300865191,0.2788976689555997,95,0.029285,DeepLearning
XGBoost_grid_1_AutoML_1_20250925_20533_model_3,0.8753943167461423,0.6658163265306122,0.4806240164768096,0.46875,0.3908851244050963,0.1527911804811876,188,0.034299,XGBoost
XGBoost_grid_1_AutoML_1_20250925_20533_model_2,0.8752851623386523,0.6677295918367347,0.5758588450201625,0.4821428571428571,0.3948578521693834,0.1559127234198186,378,0.031576,XGBoost
GBM_grid_1_AutoML_1_20250925_20533_model_2,0.8750145625472221,0.673469387755102,0.6129639406064099,0.4464285714285714,0.4006197594652514,0.1604961916739959,586,0.032638,GBM
GBM_grid_1_AutoML_1_20250925_20533_model_12,0.8743170474710125,0.6501913265306122,0.5402363535840093,0.4375,0.3989865660187277,0.1591902798634165,239,0.032095,GBM
GBM_5_AutoML_1_20250925_20533,0.8718232339152937,0.664859693877551,0.5718035487110267,0.4196428571428571,0.4012412906594786,0.1609945733300841,387,0.030963,GBM
XGBoost_grid_1_AutoML_1_20250925_20533_model_6,0.8716485834794755,0.6482780612244898,0.5358463121765471,0.4642857142857143,0.4059297174557937,0.1647789355137405,214,0.027862,XGBoost
XGBoost_grid_1_AutoML_1_20250925_20533_model_13,0.8709977733553436,0.6929209183673469,0.472799847432014,0.5,0.3853720565695625,0.1485116219846541,172,0.02615,XGBoost
XGBoost_grid_1_AutoML_1_20250925_20533_model_8,0.8695961293751633,0.6772959183673469,0.4708495070134697,0.4107142857142857,0.3881959422588987,0.1506960895862742,239,0.028281,XGBoost
GBM_grid_1_AutoML_1_20250925_20533_model_11,0.868878468334771,0.6192602040816327,0.6242122105266944,0.4553571428571429,0.4113292335503292,0.1691917383731012,311,0.031441,GBM
GBM_grid_1_AutoML_1_20250925_20533_model_10,0.8683693957462834,0.6470025510204082,0.5570886306952509,0.4375,0.3983848744790977,0.1587105082137264,246,0.03135,GBM
XGBoost_grid_1_AutoML_1_20250925_20533_model_7,0.8679690301838752,0.6603954081632653,0.4755204421393887,0.4375,0.3892841125035581,0.1515421202476829,222,0.029088,XGBoost
XGBoost_grid_1_AutoML_1_20250925_20533_model_5,0.8674800465320793,0.6454081632653061,0.5558998650832009,0.4508928571428571,0.4047876578946668,0.1638530479838498,302,0.026576,XGBoost
XGBoost_grid_1_AutoML_1_20250925_20533_model_11,0.8662460399342963,0.6670918367346939,0.6344096420357964,0.3839285714285714,0.4714979744444263,0.2223103399051968,223,0.024855,XGBoost
XGBoost_grid_1_AutoML_1_20250925_20533_model_12,0.865135385740752,0.6699617346938777,0.4703479764136569,0.4017857142857143,0.3828994533389424,0.1466119913672609,174,0.026467,XGBoost
XGBoost_grid_1_AutoML_1_20250925_20533_model_1,0.8647632715853811,0.673469387755102,0.4738803134294941,0.46875,0.3863916487684369,0.1492985062379911,263,0.029424,XGBoost
XGBoost_3_AutoML_1_20250925_20533,0.8613855085142481,0.6801658163265306,0.5460943753231945,0.4375,0.4225677762402781,0.1785635255166537,262,0.026811,XGBoost
XGBoost_1_AutoML_1_20250925_20533,0.8547038593576766,0.6415816326530612,0.6494534262321531,0.4821428571428571,0.4769651667893543,0.2274957703303965,979,0.027472,XGBoost
XGBoost_grid_1_AutoML_1_20250925_20533_model_10,0.8538453120948702,0.6517857142857143,0.498531717500495,0.4642857142857143,0.3924038190626661,0.1539807572149656,219,0.02696,XGBoost
XGBoost_grid_1_AutoML_1_20250925_20533_model_4,0.8489298731902614,0.6568877551020408,0.5947579100918611,0.4196428571428571,0.3985516229567536,0.1588433961614622,260,0.031209,XGBoost
DeepLearning_grid_3_AutoML_1_20250925_20533_model_1,0.8471751364829053,0.6304209183673469,2.701513537612815,0.4821428571428571,0.4623018337858158,0.213722985521728,5210,0.045465,DeepLearning
XGBoost_2_AutoML_1_20250925_20533,0.8262852356851653,0.6281887755102041,0.6594168512760514,0.4464285714285714,0.475257779193658,0.2258699566840877,256,0.026225,XGBoost
