model_id,aucpr,auc,logloss,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
DeepLearning_grid_3_AutoML_4_20250929_164446_model_33,0.8932709064628214,0.7219832148924492,0.4886605218885245,0.4827088676095412,0.3996597385967431,0.159727906655217,52630,0.002099,DeepLearning
DeepLearning_grid_3_AutoML_4_20250929_164446_model_179,0.8932571513544136,0.7217925527871972,0.4849113303053181,0.4741655283672108,0.3967769084063486,0.1574319150445,60498,0.003812,DeepLearning
DeepLearning_grid_3_AutoML_4_20250929_164446_model_172,0.8930960895652387,0.7204321740362014,0.4999567840500104,0.4742126846533803,0.4038223582268471,0.163072497003892,49571,0.003854,DeepLearning
DeepLearning_grid_1_AutoML_4_20250929_164446_model_72,0.8930020265901262,0.7197673455961539,0.5134109962453745,0.4671338392818329,0.3986028756361009,0.1588842524653689,47915,0.002152,DeepLearning
DeepLearning_grid_3_AutoML_4_20250929_164446_model_72,0.8929218021277822,0.7205598658069723,0.4840124276437579,0.4817529851177999,0.3958787654869894,0.1567199969635027,79313,0.003852,DeepLearning
DeepLearning_grid_3_AutoML_4_20250929_164446_model_7,0.8928536164047738,0.7212006115309444,0.4880789122820848,0.4732121873049338,0.3992927079154265,0.1594346665944341,60174,0.003903,DeepLearning
DeepLearning_grid_3_AutoML_4_20250929_164446_model_16,0.8928148538220224,0.7205245588142298,0.4979633150732589,0.4776971957720163,0.4030041991429012,0.1624123845268111,40412,0.001277,DeepLearning
DeepLearning_grid_3_AutoML_4_20250929_164446_model_45,0.8927672852783316,0.7206506468888767,0.4835509552299222,0.4765325069509691,0.3966117642360869,0.1573008915304613,29516,0.001211,DeepLearning
DeepLearning_grid_3_AutoML_4_20250929_164446_model_1,0.8927263927047733,0.7198498739723033,0.4858466767402941,0.4758801035470805,0.3970026441509073,0.1576110994628119,34829,0.001314,DeepLearning
DeepLearning_grid_1_AutoML_4_20250929_164446_model_45,0.8926717967129849,0.7187025077482369,0.5537007008664824,0.5,0.3992008835011103,0.159361345388067,49336,0.001012,DeepLearning
DeepLearning_grid_3_AutoML_4_20250929_164446_model_187,0.8926696228978556,0.7202257652006769,0.4967817362673878,0.4760386798624457,0.4024908208810988,0.1619988608935407,35667,0.001278,DeepLearning
DeepLearning_grid_3_AutoML_4_20250929_164446_model_76,0.8925610906523188,0.7205389309379105,0.4820149960443413,0.477769616101742,0.3959230649392589,0.1567550733508966,34995,0.001192,DeepLearning
DeepLearning_grid_2_AutoML_4_20250929_164446_model_7,0.892466115275086,0.7205669909008774,0.4870810757465468,0.4703384444241981,0.398333396430936,0.1586694947122052,50972,0.003004,DeepLearning
DeepLearning_grid_2_AutoML_4_20250929_164446_model_16,0.8924508936682586,0.7198838509132794,0.5052640845521172,0.4828953795230019,0.4074056035557121,0.1659793258085941,34793,0.001205,DeepLearning
DeepLearning_grid_3_AutoML_4_20250929_164446_model_20,0.892443533319925,0.7204717061727782,0.4842520625363311,0.4801811835171907,0.3956051726464405,0.15650345262462,47316,0.002092,DeepLearning
DeepLearning_grid_3_AutoML_4_20250929_164446_model_85,0.8924433899504856,0.7201068572541669,0.5129043890236291,0.4824837422078329,0.4106466241541606,0.1686306499292084,35056,0.001258,DeepLearning
DeepLearning_grid_3_AutoML_4_20250929_164446_model_28,0.8924340975072732,0.7203020863678501,0.4976409303086732,0.4787641381067458,0.4035458189395262,0.1628492279835728,36398,0.002046,DeepLearning
