model_id,aucpr,auc,logloss,mean_per_class_error,rmse,mse
DeepLearning_grid_3_AutoML_4_20250929_164446_model_33,0.8932709064628214,0.7219832148924492,0.4886605218885245,0.4827088676095412,0.3996597385967431,0.159727906655217
DeepLearning_grid_3_AutoML_4_20250929_164446_model_179,0.8932571513544136,0.7217925527871972,0.4849113303053181,0.4741655283672108,0.3967769084063486,0.1574319150445
DeepLearning_grid_3_AutoML_4_20250929_164446_model_172,0.8930960895652387,0.7204321740362014,0.4999567840500104,0.4742126846533803,0.4038223582268471,0.163072497003892
DeepLearning_grid_1_AutoML_4_20250929_164446_model_72,0.8930020265901262,0.7197673455961539,0.5134109962453745,0.4671338392818329,0.3986028756361009,0.1588842524653689
DeepLearning_grid_3_AutoML_4_20250929_164446_model_72,0.8929218021277822,0.7205598658069723,0.4840124276437579,0.4817529851177999,0.3958787654869894,0.1567199969635027
DeepLearning_grid_3_AutoML_4_20250929_164446_model_7,0.8928536164047738,0.7212006115309444,0.4880789122820848,0.4732121873049338,0.3992927079154265,0.1594346665944341
DeepLearning_grid_3_AutoML_4_20250929_164446_model_16,0.8928148538220224,0.7205245588142298,0.4979633150732589,0.4776971957720163,0.4030041991429012,0.1624123845268111
DeepLearning_grid_3_AutoML_4_20250929_164446_model_45,0.8927672852783316,0.7206506468888767,0.4835509552299222,0.4765325069509691,0.3966117642360869,0.1573008915304613
DeepLearning_grid_3_AutoML_4_20250929_164446_model_1,0.8927263927047733,0.7198498739723033,0.4858466767402941,0.4758801035470805,0.3970026441509073,0.1576110994628119
DeepLearning_grid_1_AutoML_4_20250929_164446_model_45,0.8926717967129849,0.7187025077482369,0.5537007008664824,0.5,0.3992008835011103,0.159361345388067
DeepLearning_grid_3_AutoML_4_20250929_164446_model_187,0.8926696228978556,0.7202257652006769,0.4967817362673878,0.4760386798624457,0.4024908208810988,0.1619988608935407
DeepLearning_grid_3_AutoML_4_20250929_164446_model_76,0.8925610906523188,0.7205389309379105,0.4820149960443413,0.477769616101742,0.3959230649392589,0.1567550733508966
DeepLearning_grid_2_AutoML_4_20250929_164446_model_7,0.892466115275086,0.7205669909008774,0.4870810757465468,0.4703384444241981,0.398333396430936,0.1586694947122052
DeepLearning_grid_2_AutoML_4_20250929_164446_model_16,0.8924508936682586,0.7198838509132794,0.5052640845521172,0.4828953795230019,0.4074056035557121,0.1659793258085941
DeepLearning_grid_3_AutoML_4_20250929_164446_model_20,0.892443533319925,0.7204717061727782,0.4842520625363311,0.4801811835171907,0.3956051726464405,0.15650345262462
DeepLearning_grid_3_AutoML_4_20250929_164446_model_85,0.8924433899504856,0.7201068572541669,0.5129043890236291,0.4824837422078329,0.4106466241541606,0.1686306499292084
DeepLearning_grid_3_AutoML_4_20250929_164446_model_28,0.8924340975072732,0.7203020863678501,0.4976409303086732,0.4787641381067458,0.4035458189395262,0.1628492279835728
DeepLearning_grid_3_AutoML_4_20250929_164446_model_180,0.8924284563899739,0.7199011887088689,0.5041887807522812,0.4753505284979605,0.4058637662989577,0.164725396794375
DeepLearning_grid_3_AutoML_4_20250929_164446_model_41,0.8923983417448607,0.7196899338767523,0.485677191022153,0.4723511916708626,0.3968046058995386,0.1574538952630881
DeepLearning_1_AutoML_4_20250929_164446,0.8923596931716958,0.7196583401331493,0.4865882166127402,0.4784725416937397,0.3980521883110467,0.158445544619213
DeepLearning_grid_1_AutoML_4_20250929_164446_model_43,0.8923591540302209,0.7199414823026844,0.4849748818120249,0.4790471077477816,0.3965953718117287,0.1572878889424833
DeepLearning_grid_3_AutoML_4_20250929_164446_model_191,0.892326472222302,0.7183544738347136,0.5075814598094858,0.48147151833463,0.4077684046815458,0.1662750718565329
DeepLearning_grid_2_AutoML_4_20250929_164446_model_24,0.8923220387717521,0.7193242549336627,0.4952838991902677,0.4805087419899168,0.4023612671361758,0.161894589291429
DeepLearning_grid_1_AutoML_4_20250929_164446_model_60,0.8923095788379538,0.7200103012561352,0.4972261608119368,0.4780830527073317,0.3991239578363964,0.1592999337189895
DeepLearning_grid_3_AutoML_4_20250929_164446_model_74,0.8921779411610383,0.7207020816181113,0.4841246762281214,0.4735270486933444,0.3968336619572174,0.1574769552623751
DeepLearning_grid_3_AutoML_4_20250929_164446_model_17,0.892158408879224,0.7184699769458619,0.487436057339782,0.4818618477555221,0.3989145384013061,0.1591328089479271
DeepLearning_grid_3_AutoML_4_20250929_164446_model_25,0.8921470414709517,0.7196478492067048,0.4958217186131093,0.4731080633019418,0.4032105372711186,0.1625787373664641
DeepLearning_grid_1_AutoML_4_20250929_164446_model_32,0.8921162436919862,0.7175075163713307,0.5631977661862151,0.5,0.4001038123849957,0.1600830606850078
DeepLearning_grid_3_AutoML_4_20250929_164446_model_194,0.8920948035029501,0.7198160506136158,0.5017434460675664,0.4825032810950904,0.4059181021746482,0.164769505673068
DeepLearning_grid_2_AutoML_4_20250929_164446_model_42,0.8920840905422311,0.7193513827152928,0.4856397997971831,0.4697516455721081,0.3963063923356211,0.1570587566060753
