threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0100,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0200,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0300,0.198634,1.000000,1.000000,0.983240,0.016760,0.331434
0.0400,0.203070,0.985673,0.985673,0.942737,0.057263,0.336760
0.0500,0.212608,0.985673,0.985673,0.889665,0.110335,0.349771
0.0600,0.219872,0.982808,0.982808,0.849860,0.150140,0.359350
0.0700,0.226151,0.971347,0.971347,0.810056,0.189944,0.366883
0.0800,0.230556,0.951289,0.951289,0.773743,0.226257,0.371157
0.0900,0.238612,0.945559,0.945559,0.735335,0.264665,0.381062
0.1000,0.247336,0.931232,0.931232,0.690642,0.309358,0.390860
0.1100,0.253623,0.902579,0.902579,0.647346,0.352654,0.395977
0.1200,0.264103,0.885387,0.885387,0.601257,0.398743,0.406847
0.1300,0.273646,0.853868,0.853868,0.552374,0.447626,0.414465
0.1400,0.291751,0.830946,0.830946,0.491620,0.508380,0.431869
0.1500,0.310307,0.810888,0.810888,0.439246,0.560754,0.448850
0.1600,0.326923,0.779370,0.779370,0.391061,0.608939,0.460627
0.1700,0.339947,0.736390,0.736390,0.348464,0.651536,0.465158
0.1800,0.342981,0.679083,0.679083,0.317039,0.682961,0.455769
0.1900,0.357257,0.641834,0.641834,0.281425,0.718575,0.459016
0.2000,0.369527,0.604585,0.604585,0.251397,0.748603,0.458696
0.2100,0.383459,0.584527,0.584527,0.229050,0.770950,0.463110
0.2200,0.397541,0.555874,0.555874,0.205307,0.794693,0.463560
0.2300,0.406321,0.515759,0.515759,0.183659,0.816341,0.454545
0.2400,0.420792,0.487106,0.487106,0.163408,0.836592,0.451527
0.2500,0.442935,0.467049,0.467049,0.143156,0.856844,0.454672
0.2600,0.460411,0.449857,0.449857,0.128492,0.871508,0.455072
0.2700,0.469649,0.421203,0.421203,0.115922,0.884078,0.444109
0.2800,0.479167,0.395415,0.395415,0.104749,0.895251,0.433281
0.2900,0.485294,0.378223,0.378223,0.097765,0.902235,0.425121
0.3000,0.488189,0.355301,0.355301,0.090782,0.909218,0.411277
0.3100,0.497835,0.329513,0.329513,0.081006,0.918994,0.396552
0.3200,0.502304,0.312321,0.312321,0.075419,0.924581,0.385159
0.3300,0.522613,0.297994,0.297994,0.066341,0.933659,0.379562
0.3400,0.550000,0.283668,0.283668,0.056564,0.943436,0.374291
0.3500,0.573171,0.269341,0.269341,0.048883,0.951117,0.366472
0.3600,0.578947,0.252149,0.252149,0.044693,0.955307,0.351297
0.3700,0.577465,0.234957,0.234957,0.041899,0.958101,0.334012
0.3800,0.589147,0.217765,0.217765,0.037011,0.962989,0.317992
