,DRF [DRF_1],DeepLearning [DeepLearning_grid_1],GBM [GBM_grid_1],GLM [GLM_1],XGBoost [XGBoost_grid_1],XRT [XRT_1]
DRF [DRF_1],1.0,0.8714007629914974,0.9338169158574187,0.9079848128022505,0.9186637079296204,0.8331042278372002
DeepLearning [DeepLearning_grid_1],0.8714007629914974,1.0,0.9287040456732304,0.9576690470973979,0.9352985295964769,0.7911010414934206
GBM [GBM_grid_1],0.9338169158574187,0.9287040456732304,1.0,0.9660512345666563,0.9753189972678771,0.87358232657583
GLM [GLM_1],0.9079848128022505,0.9576690470973979,0.9660512345666563,1.0,0.9649343518904037,0.8515528425364017
XGBoost [XGBoost_grid_1],0.9186637079296204,0.9352985295964769,0.9753189972678771,0.9649343518904037,1.0,0.857535281609548
XRT [XRT_1],0.8331042278372002,0.7911010414934206,0.87358232657583,0.8515528425364017,0.857535281609548,1.0
