model_id,aucpr,auc,logloss,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
XGBoost_grid_1_AutoML_1_20250925_32025_model_16,0.9121305158857512,0.7431670810052633,0.4459329744589785,0.4441446276927526,0.3779265097759829,0.1428284467914561,15632,0.011855,XGBoost
XGBoost_grid_1_AutoML_1_20250925_32025_model_5,0.9120784061872632,0.7422335207748397,0.4464172613022679,0.4662806557881119,0.3782419373132222,0.1430669631424595,7913,0.010428,XGBoost
XGBoost_grid_1_AutoML_1_20250925_32025_model_1,0.911984211712447,0.7435587395505194,0.4455197103768466,0.456856840156063,0.3777202125284686,0.1426725589525515,18106,0.003763,XGBoost
GBM_grid_1_AutoML_1_20250925_32025_model_19,0.9118992703398038,0.7427420265338416,0.4472668858944149,0.4589194046112022,0.3786996192533421,0.1434134016226263,4234,0.00492,GBM
XGBoost_grid_1_AutoML_1_20250925_32025_model_17,0.911723398051301,0.7431659714036555,0.4463248428477833,0.4576788546026444,0.3781748532787909,0.143016219652435,5608,0.002585,XGBoost
GBM_grid_1_AutoML_1_20250925_32025_model_20,0.9117023917198798,0.7405098009106562,0.4495633800802528,0.4666618039403617,0.3799059825580779,0.1443285555834186,2821,0.004707,GBM
XGBoost_grid_1_AutoML_1_20250925_32025_model_6,0.911065316953888,0.7399525497365822,0.4475380876985711,0.4548763245753608,0.3787080721863161,0.143419803939076,6804,0.002889,XGBoost
GBM_grid_1_AutoML_1_20250925_32025_model_1,0.9110559649685472,0.7411786441019728,0.4489455195852084,0.4550556485240742,0.3794812519230867,0.1440060205611132,4793,0.004086,GBM
GBM_grid_1_AutoML_1_20250925_32025_model_14,0.9108574365666984,0.7410910472194971,0.4483748679699184,0.4428440204971773,0.3791262303449235,0.143736698535552,3624,0.003583,GBM
GLM_1_AutoML_1_20250925_32025,0.9107335035836746,0.7415518401093673,0.4469051530624249,0.4655181899611445,0.3784408361274373,0.1432174664488338,6067,0.010865,GLM
GBM_grid_1_AutoML_1_20250925_32025_model_12,0.9106823114854669,0.739348417894582,0.4497811053802587,0.4720425395365693,0.3798435260555161,0.1442811042862875,4137,0.004177,GBM
XGBoost_3_AutoML_1_20250925_32025,0.9106378964860236,0.7414670942865782,0.5859437201869109,0.4632016962603066,0.4486619872715602,0.2012975788224656,8131,0.00198,XGBoost
GBM_2_AutoML_1_20250925_32025,0.9105957992929704,0.7395372505126282,0.4501042206991987,0.4561989234583557,0.380052790035442,0.1444401232137237,3605,0.00339,GBM
GBM_grid_1_AutoML_1_20250925_32025_model_16,0.9105957617885108,0.7399476027627477,0.4494129982305053,0.4623869558687091,0.3796549748584504,0.1441378999347706,3959,0.003807,GBM
XGBoost_grid_1_AutoML_1_20250925_32025_model_20,0.9105629213078604,0.7396566405633915,0.5842253196113598,0.4554293530988722,0.447956885779485,0.2006653715172546,10643,0.00209,XGBoost
GBM_grid_1_AutoML_1_20250925_32025_model_18,0.9105415781561332,0.7400192953555129,0.4496816759529928,0.4660488877523007,0.3798407839211997,0.1442790211298715,4037,0.003656,GBM
GBM_grid_1_AutoML_1_20250925_32025_model_15,0.910457587958344,0.7398902425240822,0.448966058349915,0.4499662295832919,0.3793299770347079,0.143891231477152,3348,0.003386,GBM
GBM_grid_1_AutoML_1_20250925_32025_model_6,0.9103506062015008,0.7387873755816817,0.4504152772920994,0.4696659886487139,0.3801570247063074,0.144519363433552,6069,0.004842,GBM
GBM_5_AutoML_1_20250925_32025,0.9099322347389414,0.7391229221900811,0.4497965973634065,0.4421042244475008,0.3797329905726456,0.1441971441292449,3587,0.004202,GBM
XGBoost_grid_1_AutoML_1_20250925_32025_model_8,0.9098908580516472,0.7381865879556382,0.4491200613576986,0.4686272628436925,0.3792189152101216,0.1438069856531413,21112,0.003309,XGBoost
XGBoost_grid_1_AutoML_1_20250925_32025_model_7,0.9098479558014744,0.7368817581095003,0.449753054259088,0.464965330960101,0.379565885368017,0.1440702613352066,21754,0.003273,XGBoost
XGBoost_grid_1_AutoML_1_20250925_32025_model_15,0.9095444436915818,0.7382628730661686,0.5626460710411944,0.4718182150782098,0.4369670493658282,0.1909402022314781,32391,0.003953,XGBoost
GBM_grid_1_AutoML_1_20250925_32025_model_13,0.909363702838061,0.7397013174392355,0.4496399501011647,0.4622673500620776,0.3795940378024027,0.1440916335351319,3037,0.004024,GBM
DeepLearning_grid_3_AutoML_1_20250925_32025_model_2,0.9093056411401832,0.7388766368665689,0.4505304710215518,0.4720795879013602,0.3801558807462023,0.1445184936659208,6171,0.008826,DeepLearning
GBM_grid_1_AutoML_1_20250925_32025_model_7,0.909226971301519,0.7366785006705537,0.453312248003079,0.4710635318736298,0.3812078535013733,0.1453194275711244,7158,0.004522,GBM
XGBoost_grid_1_AutoML_1_20250925_32025_model_2,0.908657522717256,0.7365121683073308,0.4501223662485404,0.4515579839118246,0.3796286830094675,0.1441179369635027,12729,0.002227,XGBoost
XGBoost_grid_1_AutoML_1_20250925_32025_model_12,0.908610286493274,0.7366306028678208,0.4496002856230946,0.461311012176429,0.3792599955990478,0.1438381442617897,11324,0.002438,XGBoost
XGBoost_grid_1_AutoML_1_20250925_32025_model_18,0.9085884355108652,0.7376536709612668,0.4510010995509258,0.4773633874682272,0.3801590497076013,0.1445209030745864,9018,0.002234,XGBoost
