threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0100,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0200,0.195957,1.000000,1.000000,1.000000,0.000000,0.327700
0.0300,0.198521,1.000000,1.000000,0.983939,0.016061,0.331277
0.0400,0.203410,0.991404,0.991404,0.946229,0.053771,0.337561
0.0500,0.210462,0.991404,0.991404,0.906425,0.093575,0.347215
0.0600,0.218969,0.985673,0.985673,0.856844,0.143156,0.358333
0.0700,0.227212,0.971347,0.971347,0.805168,0.194832,0.368278
0.0800,0.237960,0.962751,0.962751,0.751397,0.248603,0.381601
0.0900,0.248489,0.942693,0.942693,0.694832,0.305168,0.393305
0.1000,0.259499,0.919771,0.919771,0.639665,0.360335,0.404792
0.1100,0.269097,0.888252,0.888252,0.587989,0.412011,0.413058
0.1200,0.278457,0.848138,0.848138,0.535615,0.464385,0.419263
0.1300,0.293156,0.822350,0.822350,0.483240,0.516760,0.432229
0.1400,0.299781,0.785100,0.785100,0.446927,0.553073,0.433888
0.1500,0.314793,0.762178,0.762178,0.404330,0.595670,0.445561
0.1600,0.323980,0.727794,0.727794,0.370112,0.629888,0.448367
0.1700,0.337931,0.702006,0.702006,0.335196,0.664804,0.456238
0.1800,0.352679,0.679083,0.679083,0.303771,0.696229,0.464251
0.1900,0.364078,0.644699,0.644699,0.274441,0.725559,0.465357
0.2000,0.381119,0.624642,0.624642,0.247207,0.752793,0.473398
0.2100,0.395131,0.604585,0.604585,0.225559,0.774441,0.477916
0.2200,0.399610,0.587393,0.587393,0.215084,0.784916,0.475638
0.2300,0.415612,0.564470,0.564470,0.193436,0.806564,0.478736
0.2400,0.437071,0.547278,0.547278,0.171788,0.828212,0.486005
0.2500,0.436145,0.518625,0.518625,0.163408,0.836592,0.473822
0.2600,0.443272,0.481375,0.481375,0.147346,0.852654,0.461538
0.2700,0.443503,0.449857,0.449857,0.137570,0.862430,0.446657
0.2800,0.453704,0.421203,0.421203,0.123603,0.876397,0.436850
0.2900,0.463918,0.386819,0.386819,0.108939,0.891061,0.421875
0.3000,0.486989,0.375358,0.375358,0.096369,0.903631,0.423948
0.3100,0.503937,0.366762,0.366762,0.087989,0.912011,0.424544
0.3200,0.521552,0.346705,0.346705,0.077514,0.922486,0.416523
0.3300,0.539906,0.329513,0.329513,0.068436,0.931564,0.409253
0.3400,0.563158,0.306590,0.306590,0.057961,0.942039,0.397032
0.3500,0.578652,0.295129,0.295129,0.052374,0.947626,0.390892
0.3600,0.580645,0.257880,0.257880,0.045391,0.954609,0.357143
0.3700,0.581560,0.234957,0.234957,0.041201,0.958799,0.334694
0.3800,0.587302,0.212034,0.212034,0.036313,0.963687,0.311579
