threshold,precision,recall,tpr,fpr,specificity,f1
0.3900,0.596330,0.186246,0.186246,0.030726,0.969274,0.283843
0.4000,0.604167,0.166189,0.166189,0.026536,0.973464,0.260674
0.4100,0.606742,0.154728,0.154728,0.024441,0.975559,0.246575
0.4200,0.637500,0.146132,0.146132,0.020251,0.979749,0.237762
0.4300,0.657143,0.131805,0.131805,0.016760,0.983240,0.219570
0.4400,0.651515,0.123209,0.123209,0.016061,0.983939,0.207229
0.4500,0.690909,0.108883,0.108883,0.011872,0.988128,0.188119
0.4600,0.723404,0.097421,0.097421,0.009078,0.990922,0.171717
0.4700,0.750000,0.085960,0.085960,0.006983,0.993017,0.154242
0.4800,0.756757,0.080229,0.080229,0.006285,0.993715,0.145078
0.4900,0.771429,0.077364,0.077364,0.005587,0.994413,0.140625
0.5000,0.774194,0.068768,0.068768,0.004888,0.995112,0.126316
0.5100,0.791667,0.054441,0.054441,0.003492,0.996508,0.101877
0.5200,0.850000,0.048711,0.048711,0.002095,0.997905,0.092141
0.5300,0.857143,0.034384,0.034384,0.001397,0.998603,0.066116
0.5400,0.916667,0.031519,0.031519,0.000698,0.999302,0.060942
0.5500,0.888889,0.022923,0.022923,0.000698,0.999302,0.044693
0.5600,0.875000,0.020057,0.020057,0.000698,0.999302,0.039216
0.5700,0.833333,0.014327,0.014327,0.000698,0.999302,0.028169
0.5800,0.800000,0.011461,0.011461,0.000698,0.999302,0.022599
0.5900,0.666667,0.005731,0.005731,0.000698,0.999302,0.011364
0.6000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.6100,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.6200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.6300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.6400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.6500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.6600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.6700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.6800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.6900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7100,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8100,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9100,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.0000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
