feature,relative_importance
num__int_rate,3876.482177734375
cat__grade_A,2046.048095703125
num__loan_amnt,2007.3751220703125
num__credit_history_length,1917.1947021484375
num__installment,1862.3946533203125
num__revol_util,1797.5277099609375
num__bc_util,1752.810302734375
num__dti,1588.2335205078125
num__total_acc,1513.134033203125
num__num_il_tl,1505.1112060546875
num__num_bc_tl,1469.7579345703125
num__fico_avg,1467.907958984375
num__fico_range_high,1437.426513671875
num__num_rev_accts,1436.0594482421875
num__num_actv_rev_tl,1387.6824951171875
num__open_acc,1367.47607421875
num__num_rev_tl_bal_gt_0,1358.2734375
num__percent_bc_gt_75,1357.5980224609375
num__fico_range_low,1345.76025390625
num__num_bc_sats,1299.2012939453125
