threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.148571,1.000000,1.000000,1.000000,0.000000,0.258706
0.0100,0.176471,0.576923,0.576923,0.469799,0.530201,0.270270
0.0200,0.197183,0.538462,0.538462,0.382550,0.617450,0.288660
0.0300,0.200000,0.500000,0.500000,0.348993,0.651007,0.285714
0.0400,0.166667,0.384615,0.384615,0.335570,0.664430,0.232558
0.0500,0.181818,0.384615,0.384615,0.302013,0.697987,0.246914
0.0600,0.176471,0.346154,0.346154,0.281879,0.718121,0.233766
0.0700,0.163265,0.307692,0.307692,0.275168,0.724832,0.213333
0.0800,0.170213,0.307692,0.307692,0.261745,0.738255,0.219178
0.0900,0.170213,0.307692,0.307692,0.261745,0.738255,0.219178
0.1000,0.170213,0.307692,0.307692,0.261745,0.738255,0.219178
0.1100,0.186047,0.307692,0.307692,0.234899,0.765101,0.231884
0.1200,0.200000,0.307692,0.307692,0.214765,0.785235,0.242424
0.1300,0.200000,0.307692,0.307692,0.214765,0.785235,0.242424
0.1400,0.200000,0.307692,0.307692,0.214765,0.785235,0.242424
0.1500,0.200000,0.307692,0.307692,0.214765,0.785235,0.242424
0.1600,0.210526,0.307692,0.307692,0.201342,0.798658,0.250000
0.1700,0.210526,0.307692,0.307692,0.201342,0.798658,0.250000
0.1800,0.216216,0.307692,0.307692,0.194631,0.805369,0.253968
0.1900,0.216216,0.307692,0.307692,0.194631,0.805369,0.253968
0.2000,0.216216,0.307692,0.307692,0.194631,0.805369,0.253968
0.2100,0.216216,0.307692,0.307692,0.194631,0.805369,0.253968
0.2200,0.216216,0.307692,0.307692,0.194631,0.805369,0.253968
0.2300,0.216216,0.307692,0.307692,0.194631,0.805369,0.253968
0.2400,0.216216,0.307692,0.307692,0.194631,0.805369,0.253968
0.2500,0.222222,0.307692,0.307692,0.187919,0.812081,0.258065
0.2600,0.222222,0.307692,0.307692,0.187919,0.812081,0.258065
0.2700,0.222222,0.307692,0.307692,0.187919,0.812081,0.258065
0.2800,0.200000,0.269231,0.269231,0.187919,0.812081,0.229508
0.2900,0.200000,0.269231,0.269231,0.187919,0.812081,0.229508
0.3000,0.200000,0.269231,0.269231,0.187919,0.812081,0.229508
0.3100,0.212121,0.269231,0.269231,0.174497,0.825503,0.237288
0.3200,0.212121,0.269231,0.269231,0.174497,0.825503,0.237288
0.3300,0.212121,0.269231,0.269231,0.174497,0.825503,0.237288
0.3400,0.218750,0.269231,0.269231,0.167785,0.832215,0.241379
0.3500,0.218750,0.269231,0.269231,0.167785,0.832215,0.241379
