threshold,precision,recall,tpr,fpr,specificity,f1
0.3600,0.218750,0.269231,0.269231,0.167785,0.832215,0.241379
0.3700,0.218750,0.269231,0.269231,0.167785,0.832215,0.241379
0.3800,0.218750,0.269231,0.269231,0.167785,0.832215,0.241379
0.3900,0.225806,0.269231,0.269231,0.161074,0.838926,0.245614
0.4000,0.233333,0.269231,0.269231,0.154362,0.845638,0.250000
0.4100,0.233333,0.269231,0.269231,0.154362,0.845638,0.250000
0.4200,0.233333,0.269231,0.269231,0.154362,0.845638,0.250000
0.4300,0.206897,0.230769,0.230769,0.154362,0.845638,0.218182
0.4400,0.206897,0.230769,0.230769,0.154362,0.845638,0.218182
0.4500,0.214286,0.230769,0.230769,0.147651,0.852349,0.222222
0.4600,0.230769,0.230769,0.230769,0.134228,0.865772,0.230769
0.4700,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.4800,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.4900,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.5000,0.240000,0.230769,0.230769,0.127517,0.872483,0.235294
0.5100,0.250000,0.230769,0.230769,0.120805,0.879195,0.240000
0.5200,0.250000,0.230769,0.230769,0.120805,0.879195,0.240000
0.5300,0.272727,0.230769,0.230769,0.107383,0.892617,0.250000
0.5400,0.272727,0.230769,0.230769,0.107383,0.892617,0.250000
0.5500,0.272727,0.230769,0.230769,0.107383,0.892617,0.250000
0.5600,0.285714,0.230769,0.230769,0.100671,0.899329,0.255319
0.5700,0.285714,0.230769,0.230769,0.100671,0.899329,0.255319
0.5800,0.285714,0.230769,0.230769,0.100671,0.899329,0.255319
0.5900,0.285714,0.230769,0.230769,0.100671,0.899329,0.255319
0.6000,0.285714,0.230769,0.230769,0.100671,0.899329,0.255319
0.6100,0.300000,0.230769,0.230769,0.093960,0.906040,0.260870
0.6200,0.300000,0.230769,0.230769,0.093960,0.906040,0.260870
0.6300,0.300000,0.230769,0.230769,0.093960,0.906040,0.260870
0.6400,0.300000,0.230769,0.230769,0.093960,0.906040,0.260870
0.6500,0.300000,0.230769,0.230769,0.093960,0.906040,0.260870
0.6600,0.315789,0.230769,0.230769,0.087248,0.912752,0.266667
0.6700,0.315789,0.230769,0.230769,0.087248,0.912752,0.266667
0.6800,0.333333,0.230769,0.230769,0.080537,0.919463,0.272727
0.6900,0.352941,0.230769,0.230769,0.073826,0.926174,0.279070
0.7000,0.352941,0.230769,0.230769,0.073826,0.926174,0.279070
0.7100,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.7200,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.7300,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.7400,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.7500,0.285714,0.153846,0.153846,0.067114,0.932886,0.200000
0.7600,0.230769,0.115385,0.115385,0.067114,0.932886,0.153846
0.7700,0.230769,0.115385,0.115385,0.067114,0.932886,0.153846
0.7800,0.272727,0.115385,0.115385,0.053691,0.946309,0.162162
0.7900,0.272727,0.115385,0.115385,0.053691,0.946309,0.162162
0.8000,0.272727,0.115385,0.115385,0.053691,0.946309,0.162162
0.8100,0.200000,0.076923,0.076923,0.053691,0.946309,0.111111
0.8200,0.222222,0.076923,0.076923,0.046980,0.953020,0.114286
0.8300,0.250000,0.076923,0.076923,0.040268,0.959732,0.117647
0.8400,0.250000,0.076923,0.076923,0.040268,0.959732,0.117647
0.8500,0.250000,0.076923,0.076923,0.040268,0.959732,0.117647
0.8600,0.142857,0.038462,0.038462,0.040268,0.959732,0.060606
0.8700,0.142857,0.038462,0.038462,0.040268,0.959732,0.060606
0.8800,0.142857,0.038462,0.038462,0.040268,0.959732,0.060606
0.8900,0.142857,0.038462,0.038462,0.040268,0.959732,0.060606
0.9000,0.142857,0.038462,0.038462,0.040268,0.959732,0.060606
0.9100,0.142857,0.038462,0.038462,0.040268,0.959732,0.060606
0.9200,0.200000,0.038462,0.038462,0.026846,0.973154,0.064516
0.9300,0.250000,0.038462,0.038462,0.020134,0.979866,0.066667
0.9400,0.250000,0.038462,0.038462,0.020134,0.979866,0.066667
0.9500,0.333333,0.038462,0.038462,0.013423,0.986577,0.068966
0.9600,0.000000,0.000000,0.000000,0.013423,0.986577,0.000000
0.9700,0.000000,0.000000,0.000000,0.013423,0.986577,0.000000
0.9800,0.000000,0.000000,0.000000,0.013423,0.986577,0.000000
0.9900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.0000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
