,DRF [DRF_1],DeepLearning [DeepLearning_grid_1],GBM [GBM_grid_1],GLM [GLM_1],XGBoost [XGBoost_grid_1],XRT [XRT_1]
DRF [DRF_1],1.0,0.8069871667322118,0.8824895430746774,0.8533524773063237,0.8622175607289442,0.724734478773441
DeepLearning [DeepLearning_grid_1],0.8069871667322118,1.0,0.9004102449519997,0.9325295729845654,0.8972705972650941,0.641677444877315
GBM [GBM_grid_1],0.8824895430746774,0.9004102449519997,1.0,0.9373735183545467,0.9544687055646802,0.719553199100463
GLM [GLM_1],0.8533524773063237,0.9325295729845654,0.9373735183545467,1.0,0.93705928532391,0.6919632998494655
XGBoost [XGBoost_grid_1],0.8622175607289442,0.8972705972650941,0.9544687055646802,0.93705928532391,1.0,0.6999956035516491
XRT [XRT_1],0.724734478773441,0.641677444877315,0.719553199100463,0.6919632998494655,0.6999956035516491,1.0
