threshold,fpr,tpr
,0.0,0.0
inf,0.0,0.00026322716504343247
0.8199509382247925,0.0,0.002895498815477757
0.7613049745559692,0.00014513788098693758,0.002895498815477757
0.7540201544761658,0.00014513788098693758,0.0031587259805211897
0.7415266036987305,0.0002177068214804064,0.0031587259805211897
0.7393385171890259,0.0002177068214804064,0.004474861805738352
0.7336055040359497,0.00029027576197387516,0.004474861805738352
0.7325640916824341,0.00029027576197387516,0.0047380889707817845
0.7317911386489868,0.000362844702467344,0.0047380889707817845
0.7298586368560791,0.000362844702467344,0.006317451961042379
0.7212977409362793,0.0004354136429608128,0.006317451961042379
0.7208914756774902,0.0004354136429608128,0.007370360621216109
0.7159796953201294,0.0005079825834542816,0.007370360621216109
0.7158278226852417,0.0005079825834542816,0.007633587786259542
0.7127515077590942,0.0005805515239477503,0.007633587786259542
0.7112581729888916,0.0005805515239477503,0.008160042116346407
0.7068396806716919,0.0006531204644412192,0.008160042116346407
0.7053249478340149,0.0006531204644412192,0.009212950776520137
0.7031568884849548,0.000725689404934688,0.009212950776520137
0.7026610374450684,0.000725689404934688,0.010002632271650434
0.6995139122009277,0.0007982583454281567,0.010002632271650434
0.699492335319519,0.0007982583454281567,0.011318768096867597
0.6934351921081543,0.0008708272859216256,0.011318768096867597
0.6932553052902222,0.0008708272859216256,0.013161358252171624
0.6889650821685791,0.0011611030478955006,0.013161358252171624
0.685219407081604,0.0011611030478955006,0.01579362990260595
0.6781916618347168,0.0012336719883889696,0.01579362990260595
0.6772469282150269,0.0012336719883889696,0.01605685706764938
0.6758434176445007,0.0013062409288824384,0.01605685706764938
0.6757714748382568,0.0013062409288824384,0.016320084232692815
0.6757357120513916,0.0013788098693759071,0.016320084232692815
0.6751046180725098,0.0013788098693759071,0.016583311397736247
0.6749598979949951,0.001451378809869376,0.016583311397736247
0.6740607023239136,0.001451378809869376,0.017372992892866545
0.6729423999786377,0.0017416545718432512,0.017372992892866545
0.6692818403244019,0.0017416545718432512,0.017636220057909976
0.667151689529419,0.00181422351233672,0.017636220057909976
0.6667333245277405,0.00181422351233672,0.017899447222953408
0.6663833856582642,0.0018867924528301887,0.017899447222953408
0.6653786897659302,0.0018867924528301887,0.018952355883127138
0.6633453369140625,0.002104499274310595,0.018952355883127138
0.662134051322937,0.002104499274310595,0.019742037378257436
0.6617873311042786,0.0021770682148040637,0.019742037378257436
0.660976767539978,0.0021770682148040637,0.0202684917083443
0.6605782508850098,0.0023222060957910013,0.0202684917083443
0.6595008373260498,0.0023222060957910013,0.020531718873387735
0.6594823598861694,0.0023947750362844702,0.020531718873387735
0.6594732999801636,0.0023947750362844702,0.021847854698604896
0.6560702323913574,0.0024673439767779392,0.021847854698604896
0.6554481983184814,0.0024673439767779392,0.022374309028691763
0.6545177102088928,0.0025399129172714078,0.022374309028691763
0.6543675661087036,0.0025399129172714078,0.024743353514082654
0.6518368721008301,0.0026850507982583453,0.024743353514082654
0.6508054733276367,0.0026850507982583453,0.025269807844169517
0.6490288972854614,0.0027576197387518143,0.025269807844169517
0.6471614837646484,0.0027576197387518143,0.025796262174256384
0.6459347009658813,0.002830188679245283,0.025796262174256384
0.6451454162597656,0.002830188679245283,0.029744669649907872
0.6403034925460815,0.002902757619738752,0.029744669649907872
0.6398996710777283,0.002902757619738752,0.030007896814951304
0.6390208005905151,0.0029753265602322208,0.030007896814951304
0.6381644010543823,0.0029753265602322208,0.030534351145038167
0.6379897594451904,0.0031204644412191583,0.030534351145038167
0.6370530128479004,0.0031204644412191583,0.031060805475125033
0.6368740797042847,0.003193033381712627,0.031060805475125033
0.6367203593254089,0.003193033381712627,0.0315872598052119
0.6363767385482788,0.0033381712626995644,0.0315872598052119
0.635901689529419,0.0033381712626995644,0.03185048697025533
0.6357483863830566,0.0034107402031930334,0.03185048697025533
0.6355584859848022,0.0034107402031930334,0.03211371413529876
0.6355386972427368,0.0034833091436865023,0.03211371413529876
0.6354014873504639,0.0034833091436865023,0.032376941300342195
0.6347157955169678,0.003555878084179971,0.032376941300342195
0.6344951391220093,0.003555878084179971,0.03264016846538563
0.6339817643165588,0.0037010159651669084,0.03264016846538563
0.6329816579818726,0.0037010159651669084,0.03290339563042906
0.6328818798065186,0.0038461538461538464,0.03290339563042906
0.6325962543487549,0.0038461538461538464,0.03342984996051593
0.632469892501831,0.003918722786647315,0.03342984996051593
0.6324649453163147,0.003918722786647315,0.03395630429060279
0.6311641335487366,0.0039912917271407835,0.03395630429060279
0.6308948993682861,0.0039912917271407835,0.03474598578573309
0.6303924322128296,0.00420899854862119,0.03474598578573309
0.629624605178833,0.00420899854862119,0.03553566728086339
0.6287449598312378,0.0043541364296081275,0.03553566728086339
0.6275935173034668,0.0043541364296081275,0.035798894445906816
0.6273553371429443,0.0044992743105950654,0.035798894445906816
0.6260507106781006,0.0044992743105950654,0.03632534877599368
0.6252434253692627,0.0046444121915820025,0.03632534877599368
0.6250501275062561,0.0046444121915820025,0.03843116609634114
0.6222599744796753,0.0047169811320754715,0.03843116609634114
0.6217222213745117,0.0047169811320754715,0.03895762042642801
0.62101149559021,0.0047895500725689405,0.03895762042642801
0.6208099126815796,0.0047895500725689405,0.03922084759147144
0.6197000741958618,0.0048621190130624095,0.03922084759147144
0.6185711622238159,0.0048621190130624095,0.03974730192155831
0.6178473234176636,0.0049346879535558785,0.03974730192155831
0.6145886778831482,0.005007256894049347,0.040010529086601736
0.6141281723976135,0.005007256894049347,0.0405369834166886
0.6138941049575806,0.0050798258345428155,0.0405369834166886
0.6135944128036499,0.0050798258345428155,0.0413266649118189
0.6128679513931274,0.0052249637155297535,0.0413266649118189
0.6122642755508423,0.0052249637155297535,0.04158989207686233
0.6118788719177246,0.0052975326560232225,0.04158989207686233
0.6114283204078674,0.0052975326560232225,0.04185311924190577
0.6114206910133362,0.005370101596516691,0.04185311924190577
0.6113842725753784,0.005370101596516691,0.04264280073703606
0.6102938652038574,0.0055878084179970975,0.04264280073703606
0.610069990158081,0.0055878084179970975,0.04316925506712293
0.6094896197319031,0.005660377358490566,0.04316925506712293
0.6094666719436646,0.005660377358490566,0.044222163727296655
0.6079466938972473,0.005732946298984035,0.044222163727296655
0.6076931953430176,0.005732946298984035,0.044748618057383525
0.6074752807617188,0.0059506531204644416,0.044748618057383525
0.6063436269760132,0.0059506531204644416,0.04580152671755725
0.6048357486724854,0.00602322206095791,0.04580152671755725
0.6047722697257996,0.00602322206095791,0.04711766254277441
0.6033076047897339,0.006168359941944848,0.04711766254277441
0.6024080514907837,0.006168359941944848,0.04790734403790471
0.6018535494804382,0.006313497822931786,0.04790734403790471
0.6007073521614075,0.006313497822931786,0.04869702553303501
0.5986905097961426,0.006531204644412192,0.04869702553303501
0.5982425212860107,0.006531204644412192,0.04948670702816531
0.5975340604782104,0.006603773584905661,0.04948670702816531
0.5972511768341064,0.006603773584905661,0.051066070018425905
0.5967212319374084,0.006894049346879536,0.051066070018425905
0.5957427024841309,0.006894049346879536,0.05159252434851277
0.5952484607696533,0.007111756168359942,0.05159252434851277
0.5945054292678833,0.007111756168359942,0.051855751513556196
0.5944058895111084,0.007184325108853411,0.051855751513556196
0.5942851901054382,0.007184325108853411,0.052645433008686494
0.5937894582748413,0.00725689404934688,0.052645433008686494
0.593658447265625,0.00725689404934688,0.05290866017372993
0.5935436487197876,0.007474600870827286,0.05290866017372993
0.5930925607681274,0.007474600870827286,0.054488023163990526
0.592047929763794,0.007619738751814224,0.054488023163990526
0.5917695760726929,0.007619738751814224,0.05554093182416425
0.5910720825195312,0.007764876632801161,0.05554093182416425
0.5907790660858154,0.007764876632801161,0.056857067649381414
0.589749276638031,0.00783744557329463,0.056857067649381414
0.5895600318908691,0.00783744557329463,0.05790997630955515
0.5888872146606445,0.007910014513788099,0.05790997630955515
0.5886905193328857,0.007910014513788099,0.058173203474598575
0.5882940292358398,0.008055152394775037,0.058173203474598575
0.5874708890914917,0.008055152394775037,0.05843643063964201
0.5869625210762024,0.008127721335268505,0.05843643063964201
0.5868562459945679,0.008127721335268505,0.061595156620163204
0.584195077419281,0.008200290275761975,0.061595156620163204
0.5839065313339233,0.008200290275761975,0.06212161095025007
0.5836083292961121,0.008635703918722787,0.06212161095025007
0.5827522277832031,0.008635703918722787,0.062384838115293495
0.582728385925293,0.008708272859216255,0.062384838115293495
0.5826624631881714,0.008708272859216255,0.06291129244538037
0.5820757150650024,0.008853410740203193,0.06291129244538037
0.5818665623664856,0.008853410740203193,0.06422742827059752
0.5807884931564331,0.008925979680696661,0.06422742827059752
0.5806511640548706,0.008925979680696661,0.06449065543564096
0.5805801153182983,0.008998548621190131,0.06449065543564096
0.5803595781326294,0.008998548621190131,0.06528033693077126
0.5790160894393921,0.009216255442670537,0.06528033693077126
0.578583836555481,0.009216255442670537,0.06633324559094499
0.577409029006958,0.009361393323657475,0.06633324559094499
0.5773597359657288,0.009361393323657475,0.06659647275598841
0.5772475004196167,0.009433962264150943,0.06659647275598841
0.5768408179283142,0.009433962264150943,0.06712292708607528
0.575893223285675,0.009506531204644413,0.06712292708607528
0.5755569338798523,0.009506531204644413,0.06764938141616215
0.5752164721488953,0.009579100145137881,0.06764938141616215
0.5751804113388062,0.009579100145137881,0.06791260858120558
0.575015664100647,0.009651669085631349,0.06791260858120558
0.5747742056846619,0.009651669085631349,0.06817583574624901
0.5746384859085083,0.009941944847605225,0.06817583574624901
0.5740830898284912,0.009941944847605225,0.07028165306659648
0.5725671052932739,0.010014513788098693,0.07028165306659648
0.5725568532943726,0.010014513788098693,0.07080810739668333
0.572417140007019,0.010159651669085631,0.07080810739668333
0.5718928575515747,0.010159651669085631,0.07186101605685707
0.5712218880653381,0.010304789550072569,0.07186101605685707
0.5708814859390259,0.010304789550072569,0.0721242432219005
0.5708581209182739,0.010449927431059507,0.0721242432219005
0.5703528523445129,0.010449927431059507,0.07317715188207423
0.5700082778930664,0.010522496371552975,0.07317715188207423
0.5694504976272583,0.010522496371552975,0.07344037904711766
0.5693066120147705,0.010595065312046445,0.07344037904711766
0.5688858032226562,0.010595065312046445,0.0737036062121611
0.5685862302780151,0.010667634252539913,0.0737036062121611
0.5683066844940186,0.010667634252539913,0.07396683337720453
0.568182647228241,0.010740203193033381,0.07396683337720453
0.5680944323539734,0.010740203193033381,0.07423006054224796
0.5680894255638123,0.010812772133526851,0.07423006054224796
0.5674415230751038,0.010812772133526851,0.0744932877072914
0.5672481060028076,0.01088534107402032,0.0744932877072914
0.5669139623641968,0.01088534107402032,0.07475651487233483
