threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.216110,1.000000,1.000000,1.000000,0.000000,0.355412
0.0100,0.216110,1.000000,1.000000,1.000000,0.000000,0.355412
0.0200,0.216196,1.000000,1.000000,0.999492,0.000508,0.355529
0.0300,0.217536,0.999210,0.999210,0.990856,0.009144,0.357287
0.0400,0.220390,0.999210,0.999210,0.974456,0.025544,0.361128
0.0500,0.223734,0.995525,0.995525,0.952250,0.047750,0.365358
0.0600,0.229012,0.992366,0.992366,0.921045,0.078955,0.372144
0.0700,0.234494,0.980258,0.980258,0.882221,0.117779,0.378455
0.0800,0.241180,0.968150,0.968150,0.839768,0.160232,0.386162
0.0900,0.248710,0.951303,0.951303,0.792235,0.207765,0.394326
0.1000,0.257257,0.930771,0.930771,0.740856,0.259144,0.403101
0.1100,0.265402,0.902606,0.902606,0.688752,0.311248,0.410192
0.1200,0.275654,0.878916,0.878916,0.636720,0.363280,0.419683
0.1300,0.286756,0.849171,0.849171,0.582293,0.417707,0.428733
0.1400,0.296066,0.814162,0.814162,0.533672,0.466328,0.434227
0.1500,0.306382,0.780995,0.780995,0.487446,0.512554,0.440110
0.1600,0.317600,0.750987,0.750987,0.444848,0.555152,0.446409
0.1700,0.330241,0.721506,0.721506,0.403411,0.596589,0.453095
0.1800,0.343096,0.690708,0.690708,0.364586,0.635414,0.458461
0.1900,0.354661,0.660963,0.660963,0.331567,0.668433,0.461623
0.2000,0.367474,0.634641,0.634641,0.301161,0.698839,0.465444
0.2100,0.375844,0.600421,0.600421,0.274891,0.725109,0.462302
0.2200,0.386834,0.575415,0.575415,0.251451,0.748549,0.462646
0.2300,0.397613,0.552514,0.552514,0.230769,0.769231,0.462437
0.2400,0.406684,0.531719,0.531719,0.213861,0.786139,0.460872
0.2500,0.416916,0.512503,0.512503,0.197605,0.802395,0.459795
0.2600,0.424436,0.490129,0.490129,0.183237,0.816763,0.454923
0.2700,0.428433,0.464069,0.464069,0.170682,0.829318,0.445540
0.2800,0.437435,0.443538,0.443538,0.157257,0.842743,0.440465
0.2900,0.446201,0.423533,0.423533,0.144920,0.855080,0.434571
0.3000,0.449082,0.399316,0.399316,0.135051,0.864949,0.422739
0.3100,0.459391,0.381153,0.381153,0.123657,0.876343,0.416631
0.3200,0.471046,0.366149,0.366149,0.113353,0.886647,0.412026
0.3300,0.480275,0.349302,0.349302,0.104209,0.895791,0.404450
0.3400,0.489378,0.333509,0.333509,0.095936,0.904064,0.396681
0.3500,0.495677,0.316926,0.316926,0.088897,0.911103,0.386641
0.3600,0.504374,0.303501,0.303501,0.082221,0.917779,0.378965
0.3700,0.508887,0.286391,0.286391,0.076197,0.923803,0.366515
0.3800,0.513752,0.275336,0.275336,0.071843,0.928157,0.358526
0.3900,0.516563,0.262701,0.262701,0.067779,0.932221,0.348281
0.4000,0.529215,0.250329,0.250329,0.061393,0.938607,0.339886
0.4100,0.532699,0.235852,0.235852,0.057039,0.942961,0.326948
0.4200,0.542276,0.224533,0.224533,0.052250,0.947750,0.317573
0.4300,0.550616,0.211898,0.211898,0.047678,0.952322,0.306025
0.4400,0.564480,0.201632,0.201632,0.042888,0.957112,0.297130
0.4500,0.574030,0.190840,0.190840,0.039042,0.960958,0.286448
0.4600,0.577911,0.177678,0.177678,0.035776,0.964224,0.271794
0.4700,0.577880,0.165043,0.165043,0.033237,0.966763,0.256757
0.4800,0.587192,0.156883,0.156883,0.030406,0.969594,0.247611
0.4900,0.589496,0.144775,0.144775,0.027794,0.972206,0.232460
0.5000,0.587356,0.134509,0.134509,0.026052,0.973948,0.218891
0.5100,0.595297,0.126612,0.126612,0.023730,0.976270,0.208813
0.5200,0.592443,0.115557,0.115557,0.021916,0.978084,0.193392
0.5300,0.587116,0.105554,0.105554,0.020464,0.979536,0.178938
0.5400,0.583732,0.096341,0.096341,0.018940,0.981060,0.165386
0.5500,0.589416,0.085022,0.085022,0.016328,0.983672,0.148608
0.5600,0.585366,0.075809,0.075809,0.014804,0.985196,0.134234
0.5700,0.600000,0.070282,0.070282,0.012917,0.987083,0.125825
0.5800,0.615385,0.063175,0.063175,0.010885,0.989115,0.114586
0.5900,0.640867,0.054488,0.054488,0.008418,0.991582,0.100437
0.6000,0.637011,0.047118,0.047118,0.007402,0.992598,0.087745
0.6100,0.645022,0.039221,0.039221,0.005951,0.994049,0.073945
0.6200,0.651961,0.035009,0.035009,0.005152,0.994848,0.066450
0.6300,0.674157,0.031587,0.031587,0.004209,0.995791,0.060347
0.6400,0.678571,0.025007,0.025007,0.003266,0.996734,0.048236
0.6500,0.672414,0.020532,0.020532,0.002758,0.997242,0.039847
0.6600,0.670455,0.015530,0.015530,0.002104,0.997896,0.030358
0.6700,0.671642,0.011845,0.011845,0.001597,0.998403,0.023280
0.6800,0.660000,0.008686,0.008686,0.001234,0.998766,0.017147
0.6900,0.583333,0.005528,0.005528,0.001089,0.998911,0.010952
0.7000,0.695652,0.004212,0.004212,0.000508,0.999492,0.008373
0.7100,0.687500,0.002895,0.002895,0.000363,0.999637,0.005767
0.7200,0.583333,0.001843,0.001843,0.000363,0.999637,0.003674
0.7300,0.600000,0.000790,0.000790,0.000145,0.999855,0.001577
0.7400,0.500000,0.000263,0.000263,0.000073,0.999927,0.000526
0.7500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.7900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8100,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.8900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9100,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9200,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9300,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9400,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9500,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9600,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9700,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9800,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.9900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.0000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
