threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.220569,1.000000,1.000000,1.000000,0.000000,0.361420
0.0100,0.221383,0.999537,0.999537,0.994820,0.005180,0.362482
0.0200,0.225585,0.996631,0.996631,0.968197,0.031803,0.367898
0.0300,0.231227,0.990856,0.990856,0.932258,0.067742,0.374954
0.0400,0.237124,0.983495,0.983495,0.895401,0.104599,0.382117
0.0500,0.242600,0.974119,0.974119,0.860623,0.139377,0.388457
0.0600,0.247812,0.964173,0.964173,0.828179,0.171821,0.394285
0.0700,0.253114,0.953229,0.953229,0.795978,0.204022,0.400012
0.0800,0.259273,0.939290,0.939290,0.759393,0.240607,0.406374
0.0900,0.266083,0.920646,0.920646,0.718602,0.281398,0.412846
0.1000,0.273063,0.898722,0.898722,0.677059,0.322941,0.418861
0.1100,0.280152,0.874713,0.874713,0.636031,0.363969,0.424383
0.1200,0.287080,0.849313,0.849313,0.596859,0.403141,0.429114
0.1300,0.293880,0.822505,0.822505,0.559260,0.440740,0.433036
0.1400,0.300838,0.796321,0.796321,0.523720,0.476280,0.436698
0.1500,0.308193,0.771189,0.771189,0.489879,0.510121,0.440391
0.1600,0.314921,0.742759,0.742759,0.457249,0.542751,0.442309
0.1700,0.321798,0.714882,0.714882,0.426359,0.573641,0.443816
0.1800,0.328962,0.685899,0.685899,0.395939,0.604061,0.444661
0.1900,0.335398,0.656257,0.656257,0.367994,0.632006,0.443919
0.2000,0.342203,0.626455,0.626455,0.340772,0.659228,0.442623
0.2100,0.348792,0.596938,0.596938,0.315390,0.684610,0.440310
0.2200,0.355576,0.568187,0.568187,0.291405,0.708595,0.437414
0.2300,0.361569,0.540880,0.540880,0.270266,0.729734,0.433410
0.2400,0.367000,0.512700,0.512700,0.250246,0.749754,0.427784
0.2500,0.371992,0.485785,0.485785,0.232082,0.767918,0.421341
0.2600,0.377480,0.460938,0.460938,0.215114,0.784886,0.415055
0.2700,0.382776,0.437303,0.437303,0.199548,0.800452,0.408226
0.2800,0.387772,0.414202,0.414202,0.185062,0.814938,0.400552
