threshold,precision,recall,tpr,fpr,specificity,f1
0.2900,0.392282,0.392261,0.392261,0.171967,0.828033,0.392271
0.3000,0.397919,0.372796,0.372796,0.159624,0.840376,0.384948
0.3100,0.402915,0.353742,0.353742,0.148346,0.851654,0.376731
0.3200,0.407035,0.335187,0.335187,0.138182,0.861818,0.367633
0.3300,0.411068,0.319092,0.319092,0.129370,0.870630,0.359287
0.3400,0.414611,0.301749,0.301749,0.120563,0.879437,0.349289
0.3500,0.420033,0.287097,0.287097,0.112180,0.887820,0.341069
0.3600,0.424215,0.272731,0.272731,0.104755,0.895245,0.332010
0.3700,0.428348,0.258774,0.258774,0.097729,0.902271,0.322637
0.3800,0.432269,0.245887,0.245887,0.091388,0.908612,0.313466
0.3900,0.436975,0.234372,0.234372,0.085456,0.914544,0.305102
0.4000,0.440860,0.222163,0.222163,0.079736,0.920264,0.295443
0.4100,0.444265,0.210274,0.210274,0.074435,0.925565,0.285445
0.4200,0.448660,0.199615,0.199615,0.069416,0.930584,0.276300
0.4300,0.453048,0.189188,0.189188,0.064635,0.935365,0.266915
0.4400,0.457104,0.179206,0.179206,0.060231,0.939769,0.257471
0.4500,0.463333,0.170276,0.170276,0.055813,0.944187,0.249032
0.4600,0.466095,0.160865,0.160865,0.052145,0.947855,0.239181
0.4700,0.470533,0.152273,0.152273,0.048489,0.951511,0.230087
0.4800,0.473780,0.143647,0.143647,0.045149,0.954851,0.220453
0.4900,0.476778,0.135590,0.135590,0.042108,0.957892,0.211135
0.5000,0.479860,0.127409,0.127409,0.039081,0.960919,0.201355
0.5100,0.482927,0.119744,0.119744,0.036282,0.963718,0.191904
0.5200,0.484725,0.112276,0.112276,0.033775,0.966225,0.182321
0.5300,0.486299,0.104700,0.104700,0.031298,0.968702,0.172304
0.5400,0.490720,0.098497,0.098497,0.028928,0.971072,0.164064
0.5500,0.492488,0.092312,0.092312,0.026920,0.973080,0.155481
0.5600,0.495532,0.086983,0.086983,0.025059,0.974941,0.147989
0.5700,0.498093,0.081493,0.081493,0.023238,0.976762,0.140069
0.5800,0.498305,0.075985,0.075985,0.021649,0.978351,0.131863
0.5900,0.501637,0.070994,0.070994,0.019959,0.980041,0.124385
0.6000,0.502582,0.065914,0.065914,0.018461,0.981539,0.116544
0.6100,0.500146,0.061138,0.061138,0.017291,0.982709,0.108956
0.6200,0.497419,0.056681,0.056681,0.016207,0.983793,0.101767
0.6300,0.496027,0.052297,0.052297,0.015036,0.984964,0.094618
0.6400,0.496535,0.048536,0.048536,0.013927,0.986073,0.088428
0.6500,0.491499,0.044311,0.044311,0.012973,0.987027,0.081294
0.6600,0.488752,0.041049,0.041049,0.012151,0.987849,0.075738
0.6700,0.483203,0.037431,0.037431,0.011329,0.988671,0.069480
0.6800,0.476770,0.034205,0.034205,0.010623,0.989377,0.063830
0.6900,0.478308,0.031638,0.031638,0.009765,0.990235,0.059351
0.7000,0.475520,0.028911,0.028911,0.009024,0.990976,0.054508
0.7100,0.470570,0.026505,0.026505,0.008439,0.991561,0.050183
0.7200,0.465594,0.024241,0.024241,0.007874,0.992126,0.046083
0.7300,0.465880,0.022512,0.022512,0.007304,0.992696,0.042949
0.7400,0.464158,0.020890,0.020890,0.006825,0.993175,0.039981
0.7500,0.458910,0.018912,0.018912,0.006310,0.993690,0.036326
0.7600,0.457516,0.017468,0.017468,0.005861,0.994139,0.033651
0.7700,0.442879,0.015685,0.015685,0.005584,0.994416,0.030298
0.7800,0.442013,0.014402,0.014402,0.005145,0.994855,0.027895
0.7900,0.435378,0.013030,0.013030,0.004782,0.995218,0.025302
0.8000,0.424005,0.011586,0.011586,0.004454,0.995546,0.022555
0.8100,0.418605,0.010588,0.010588,0.004161,0.995839,0.020653
0.8200,0.415842,0.009732,0.009732,0.003869,0.996131,0.019019
0.8300,0.400830,0.008609,0.008609,0.003642,0.996358,0.016856
0.8400,0.397436,0.007736,0.007736,0.003319,0.996681,0.015176
0.8500,0.388105,0.006862,0.006862,0.003062,0.996938,0.013486
0.8600,0.375278,0.006007,0.006007,0.002830,0.997170,0.011824
0.8700,0.371184,0.005419,0.005419,0.002598,0.997402,0.010681
0.8800,0.353425,0.004599,0.004599,0.002381,0.997619,0.009079
0.8900,0.329738,0.003814,0.003814,0.002194,0.997806,0.007542
0.9000,0.324042,0.003315,0.003315,0.001957,0.998043,0.006564
0.9100,0.307393,0.002816,0.002816,0.001796,0.998204,0.005581
0.9200,0.287281,0.002335,0.002335,0.001639,0.998361,0.004632
0.9300,0.281174,0.002050,0.002050,0.001483,0.998517,0.004070
0.9400,0.279452,0.001818,0.001818,0.001327,0.998673,0.003613
0.9500,0.288754,0.001693,0.001693,0.001180,0.998820,0.003367
0.9600,0.292517,0.001533,0.001533,0.001049,0.998951,0.003050
0.9700,0.290837,0.001301,0.001301,0.000898,0.999102,0.002591
0.9800,0.302564,0.001052,0.001052,0.000686,0.999314,0.002096
0.9900,0.273381,0.000677,0.000677,0.000509,0.999491,0.001351
1.0000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
