threshold,precision,recall,tpr,fpr,specificity,f1
0.0000,0.148571,1.000000,1.000000,1.000000,0.000000,0.258706
0.0100,0.158273,0.846154,0.846154,0.785235,0.214765,0.266667
0.0200,0.174603,0.846154,0.846154,0.697987,0.302013,0.289474
0.0300,0.187500,0.807692,0.807692,0.610738,0.389262,0.304348
0.0400,0.201923,0.807692,0.807692,0.557047,0.442953,0.323077
0.0500,0.193878,0.730769,0.730769,0.530201,0.469799,0.306452
0.0600,0.193878,0.730769,0.730769,0.530201,0.469799,0.306452
0.0700,0.204301,0.730769,0.730769,0.496644,0.503356,0.319328
0.0800,0.208791,0.730769,0.730769,0.483221,0.516779,0.324786
0.0900,0.223529,0.730769,0.730769,0.442953,0.557047,0.342342
0.1000,0.228916,0.730769,0.730769,0.429530,0.570470,0.348624
0.1100,0.237500,0.730769,0.730769,0.409396,0.590604,0.358491
0.1200,0.243590,0.730769,0.730769,0.395973,0.604027,0.365385
0.1300,0.250000,0.730769,0.730769,0.382550,0.617450,0.372549
0.1400,0.246575,0.692308,0.692308,0.369128,0.630872,0.363636
0.1500,0.239437,0.653846,0.653846,0.362416,0.637584,0.350515
0.1600,0.250000,0.653846,0.653846,0.342282,0.657718,0.361702
0.1700,0.257576,0.653846,0.653846,0.328859,0.671141,0.369565
0.1800,0.274194,0.653846,0.653846,0.302013,0.697987,0.386364
0.1900,0.278689,0.653846,0.653846,0.295302,0.704698,0.390805
0.2000,0.278689,0.653846,0.653846,0.295302,0.704698,0.390805
0.2100,0.278689,0.653846,0.653846,0.295302,0.704698,0.390805
0.2200,0.266667,0.615385,0.615385,0.295302,0.704698,0.372093
0.2300,0.266667,0.615385,0.615385,0.295302,0.704698,0.372093
0.2400,0.271186,0.615385,0.615385,0.288591,0.711409,0.376471
0.2500,0.245614,0.538462,0.538462,0.288591,0.711409,0.337349
0.2600,0.245614,0.538462,0.538462,0.288591,0.711409,0.337349
0.2700,0.245614,0.538462,0.538462,0.288591,0.711409,0.337349
0.2800,0.245614,0.538462,0.538462,0.288591,0.711409,0.337349
0.2900,0.245614,0.538462,0.538462,0.288591,0.711409,0.337349
0.3000,0.254545,0.538462,0.538462,0.275168,0.724832,0.345679
0.3100,0.259259,0.538462,0.538462,0.268456,0.731544,0.350000
0.3200,0.259259,0.538462,0.538462,0.268456,0.731544,0.350000
0.3300,0.264151,0.538462,0.538462,0.261745,0.738255,0.354430
0.3400,0.264151,0.538462,0.538462,0.261745,0.738255,0.354430
0.3500,0.269231,0.538462,0.538462,0.255034,0.744966,0.358974
0.3600,0.254902,0.500000,0.500000,0.255034,0.744966,0.337662
0.3700,0.254902,0.500000,0.500000,0.255034,0.744966,0.337662
0.3800,0.244898,0.461538,0.461538,0.248322,0.751678,0.320000
0.3900,0.244898,0.461538,0.461538,0.248322,0.751678,0.320000
0.4000,0.244898,0.461538,0.461538,0.248322,0.751678,0.320000
0.4100,0.244898,0.461538,0.461538,0.248322,0.751678,0.320000
0.4200,0.229167,0.423077,0.423077,0.248322,0.751678,0.297297
0.4300,0.229167,0.423077,0.423077,0.248322,0.751678,0.297297
0.4400,0.229167,0.423077,0.423077,0.248322,0.751678,0.297297
0.4500,0.239130,0.423077,0.423077,0.234899,0.765101,0.305556
0.4600,0.250000,0.423077,0.423077,0.221477,0.778523,0.314286
0.4700,0.250000,0.423077,0.423077,0.221477,0.778523,0.314286
0.4800,0.275000,0.423077,0.423077,0.194631,0.805369,0.333333
0.4900,0.256410,0.384615,0.384615,0.194631,0.805369,0.307692
0.5000,0.256410,0.384615,0.384615,0.194631,0.805369,0.307692
0.5100,0.243243,0.346154,0.346154,0.187919,0.812081,0.285714
0.5200,0.243243,0.346154,0.346154,0.187919,0.812081,0.285714
0.5300,0.250000,0.346154,0.346154,0.181208,0.818792,0.290323
0.5400,0.250000,0.346154,0.346154,0.181208,0.818792,0.290323
0.5500,0.250000,0.346154,0.346154,0.181208,0.818792,0.290323
0.5600,0.257143,0.346154,0.346154,0.174497,0.825503,0.295082
0.5700,0.272727,0.346154,0.346154,0.161074,0.838926,0.305085
0.5800,0.272727,0.346154,0.346154,0.161074,0.838926,0.305085
0.5900,0.272727,0.346154,0.346154,0.161074,0.838926,0.305085
0.6000,0.272727,0.346154,0.346154,0.161074,0.838926,0.305085
0.6100,0.281250,0.346154,0.346154,0.154362,0.845638,0.310345
0.6200,0.300000,0.346154,0.346154,0.140940,0.859060,0.321429
0.6300,0.310345,0.346154,0.346154,0.134228,0.865772,0.327273
0.6400,0.321429,0.346154,0.346154,0.127517,0.872483,0.333333
0.6500,0.321429,0.346154,0.346154,0.127517,0.872483,0.333333
0.6600,0.217391,0.192308,0.192308,0.120805,0.879195,0.204082
0.6700,0.217391,0.192308,0.192308,0.120805,0.879195,0.204082
0.6800,0.227273,0.192308,0.192308,0.114094,0.885906,0.208333
0.6900,0.238095,0.192308,0.192308,0.107383,0.892617,0.212766
0.7000,0.238095,0.192308,0.192308,0.107383,0.892617,0.212766
0.7100,0.238095,0.192308,0.192308,0.107383,0.892617,0.212766
0.7200,0.238095,0.192308,0.192308,0.107383,0.892617,0.212766
0.7300,0.238095,0.192308,0.192308,0.107383,0.892617,0.212766
0.7400,0.238095,0.192308,0.192308,0.107383,0.892617,0.212766
0.7500,0.238095,0.192308,0.192308,0.107383,0.892617,0.212766
0.7600,0.250000,0.192308,0.192308,0.100671,0.899329,0.217391
0.7700,0.250000,0.192308,0.192308,0.100671,0.899329,0.217391
0.7800,0.263158,0.192308,0.192308,0.093960,0.906040,0.222222
0.7900,0.263158,0.192308,0.192308,0.093960,0.906040,0.222222
0.8000,0.277778,0.192308,0.192308,0.087248,0.912752,0.227273
0.8100,0.294118,0.192308,0.192308,0.080537,0.919463,0.232558
0.8200,0.294118,0.192308,0.192308,0.080537,0.919463,0.232558
0.8300,0.312500,0.192308,0.192308,0.073826,0.926174,0.238095
0.8400,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.8500,0.333333,0.192308,0.192308,0.067114,0.932886,0.243902
0.8600,0.307692,0.153846,0.153846,0.060403,0.939597,0.205128
0.8700,0.250000,0.115385,0.115385,0.060403,0.939597,0.157895
0.8800,0.200000,0.076923,0.076923,0.053691,0.946309,0.111111
0.8900,0.125000,0.038462,0.038462,0.046980,0.953020,0.058824
0.9000,0.142857,0.038462,0.038462,0.040268,0.959732,0.060606
0.9100,0.000000,0.000000,0.000000,0.040268,0.959732,0.000000
0.9200,0.000000,0.000000,0.000000,0.026846,0.973154,0.000000
0.9300,0.000000,0.000000,0.000000,0.026846,0.973154,0.000000
0.9400,0.000000,0.000000,0.000000,0.026846,0.973154,0.000000
0.9500,0.000000,0.000000,0.000000,0.020134,0.979866,0.000000
0.9600,0.000000,0.000000,0.000000,0.020134,0.979866,0.000000
0.9700,0.000000,0.000000,0.000000,0.020134,0.979866,0.000000
0.9800,0.000000,0.000000,0.000000,0.020134,0.979866,0.000000
0.9900,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.0000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
