feature,relative_importance
num__fico_spread,1.0
cat__sub_grade_G1,0.9828227758407593
cat__sub_grade_G5,0.9468129873275757
cat__sub_grade_G4,0.9200060963630676
cat__purpose_renewable_energy,0.897583544254303
cat__addr_state_WY,0.8846353888511658
cat__sub_grade_G3,0.8632015585899353
cat__addr_state_ND,0.8511664867401123
cat__addr_state_VT,0.8473023772239685
cat__addr_state_MT,0.8316503763198853
cat__sub_grade_F4,0.8206810355186462
cat__addr_state_NM,0.8163297176361084
cat__sub_grade_F3,0.8044039607048035
cat__addr_state_DC,0.7929704785346985
cat__addr_state_WV,0.7928096055984497
cat__addr_state_KS,0.7903950214385986
cat__grade_G,0.7839566469192505
cat__purpose_moving,0.7790564894676208
cat__sub_grade_F5,0.7756502628326416
cat__sub_grade_A1,0.7742049694061279
