feature,relative_importance
num__int_rate,453.0273132324219
num__dti,133.91748046875
cat__term_ 36 months,117.28634643554688
num__loan_amnt,74.1174087524414
num__income_to_loan_ratio,60.72153854370117
num__installment,56.5025520324707
num__credit_history_length,54.820556640625
num__tot_cur_bal,51.85681915283203
num__mort_acc,49.55013656616211
num__total_rev_hi_lim,46.563865661621094
num__total_bc_limit,44.48210906982422
num__bc_util,41.56686782836914
num__tot_hi_cred_lim,40.79685592651367
num__fico_range_low,40.55727767944336
num__num_bc_tl,39.721622467041016
num__revol_util,35.98956298828125
num__revol_bal,34.67503356933594
num__total_il_high_credit_limit,33.21598815917969
num__num_il_tl,32.54481506347656
cat__home_ownership_MORTGAGE,29.96181297302246
