feature,relative_importance
cat__term_ 36 months,161.09011840820312
num__fico_range_low,67.57368469238281
num__dti,59.92718505859375
num__income_to_loan_ratio,58.769771575927734
num__inq_last_6mths,33.03799819946289
num__total_bc_limit,21.580413818359375
cat__home_ownership_MORTGAGE,20.595001220703125
num__mort_acc,18.387300491333008
num__revol_bal,16.035017013549805
num__bc_open_to_buy,15.167118072509766
num__credit_history_length,14.751897811889648
num__total_rev_hi_lim,13.922043800354004
num__revol_util,13.358470916748047
num__num_actv_rev_tl,10.922715187072754
num__loan_amnt,10.88278579711914
num__tot_hi_cred_lim,9.308018684387207
num__tot_cur_bal,7.66847038269043
cat__verification_status_Verified,7.191980361938477
cat__verification_status_Not Verified,5.899627685546875
num__delinq_2yrs,5.664109706878662
