model_id,aucpr,auc,logloss,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
DeepLearning_1_AutoML_1_20250925_20831,0.9100202539854568,0.7146045918367347,0.5935050239653304,0.4330357142857142,0.4256293695718024,0.18116036024209,1550,0.375027,DeepLearning
GLM_1_AutoML_1_20250925_20831,0.9056449015389612,0.7267219387755102,0.4408119135807538,0.3258928571428571,0.3689062628173654,0.136091830745875,431,0.126367,GLM
DeepLearning_grid_2_AutoML_1_20250925_20831_model_1,0.9047321236184852,0.6932397959183673,0.6215454878327886,0.4821428571428571,0.4283038581629322,0.1834441949172531,4044,0.108969,DeepLearning
DeepLearning_grid_1_AutoML_1_20250925_20831_model_2,0.894222936317355,0.6830357142857143,1.5938474026063745,0.4821428571428571,0.428050326189507,0.1832270817509433,10629,0.065693,DeepLearning
DeepLearning_grid_1_AutoML_1_20250925_20831_model_1,0.8871183893305836,0.6367984693877551,1.9408586439865776,0.46875,0.4933748548817931,0.2434187474296304,5475,0.043222,DeepLearning
XGBoost_grid_1_AutoML_1_20250925_20831_model_9,0.8869446282403932,0.6619897959183673,0.4787182288399438,0.3973214285714285,0.3868991216235595,0.1496909303130819,453,0.072988,XGBoost
XGBoost_grid_1_AutoML_1_20250925_20831_model_3,0.8775936529301763,0.6603954081632653,0.479822323817616,0.4285714285714285,0.38538432930353,0.1485210812727316,195,0.041,XGBoost
XRT_1_AutoML_1_20250925_20831,0.8754146790437687,0.6189413265306122,0.520632966810836,0.4821428571428571,0.4062124184018146,0.1650085288638509,508,0.04214,DRF
XGBoost_grid_1_AutoML_1_20250925_20831_model_5,0.8740776494614011,0.6559311224489796,0.5156784079157859,0.4285714285714285,0.3955568974446973,0.1564652591160748,344,0.041653,XGBoost
GBM_3_AutoML_1_20250925_20831,0.8740357579627843,0.6530612244897959,0.5528431327134955,0.4464285714285714,0.3973510113382248,0.1578878262115101,317,0.038046,GBM
XGBoost_grid_1_AutoML_1_20250925_20831_model_2,0.8735224826261823,0.6342474489795918,0.5919306846832322,0.4017857142857143,0.4155902299809364,0.1727152392556075,240,0.035236,XGBoost
GBM_grid_1_AutoML_1_20250925_20831_model_6,0.8734704911056308,0.6548150510204082,0.4875501798078381,0.40625,0.3896171642883216,0.1518015347080729,495,0.028936,GBM
GBM_grid_1_AutoML_1_20250925_20831_model_7,0.8733958874248339,0.670280612244898,0.4749024184803633,0.4330357142857142,0.3868746096911384,0.1496719636236707,145,0.024445,GBM
GBM_5_AutoML_1_20250925_20831,0.872587139307673,0.6843112244897959,0.5630164618303777,0.4330357142857142,0.404407559932191,0.1635454745303086,301,0.029416,GBM
GBM_grid_1_AutoML_1_20250925_20831_model_13,0.8725194683146082,0.6329719387755102,0.5511420730856267,0.4464285714285714,0.4021377626486236,0.1617147801480407,595,0.026501,GBM
GBM_grid_1_AutoML_1_20250925_20831_model_9,0.8715175620066654,0.6399872448979592,0.5656062122826523,0.4107142857142857,0.397234647268532,0.157795364990555,1032,0.047339,GBM
XGBoost_grid_1_AutoML_1_20250925_20831_model_1,0.8707321072136429,0.6659757653061223,0.4735227229871607,0.4330357142857142,0.3848132208431699,0.1480812149356943,240,0.025149,XGBoost
XGBoost_grid_1_AutoML_1_20250925_20831_model_13,0.8702510792937936,0.6484375,0.4882300756439406,0.4553571428571429,0.3917150017375418,0.1534406425862424,474,0.025211,XGBoost
GBM_grid_1_AutoML_1_20250925_20831_model_3,0.8701454161306826,0.6358418367346939,0.6845934444889168,0.4464285714285714,0.4146865764868972,0.1719649567184232,1108,0.038459,GBM
DRF_1_AutoML_1_20250925_20831,0.868930096683194,0.6586415816326531,0.7709145426302283,0.4285714285714285,0.402634816784862,0.1621147956873794,1557,0.043722,DRF
XGBoost_grid_1_AutoML_1_20250925_20831_model_11,0.8680843020851753,0.6608737244897959,0.6456567469624374,0.3794642857142857,0.4773370417488988,0.2278506514255899,167,0.039464,XGBoost
GBM_4_AutoML_1_20250925_20831,0.8672517666887178,0.6616709183673469,0.5697467850347037,0.4151785714285714,0.3991948581206146,0.1593565347499376,1798,0.028182,GBM
GBM_1_AutoML_1_20250925_20831,0.8667534658250949,0.6511479591836735,0.485761671016573,0.4017857142857143,0.388916333202824,0.15125591423193,1350,0.146483,GBM
GBM_grid_1_AutoML_1_20250925_20831_model_11,0.8639102280552922,0.6454081632653061,0.6004922689473084,0.4151785714285714,0.39908881375993,0.159271881268308,1117,0.058135,GBM
DeepLearning_grid_3_AutoML_1_20250925_20831_model_1,0.8634365681948866,0.6294642857142857,0.7271234608536102,0.46875,0.4176304129713559,0.1744151618386253,3787,0.042276,DeepLearning
GBM_grid_1_AutoML_1_20250925_20831_model_10,0.8625479951456255,0.6367984693877551,0.5507806684969092,0.3973214285714285,0.3922357817881765,0.153848908514982,593,0.027486,GBM
GBM_grid_1_AutoML_1_20250925_20831_model_4,0.8610948826084514,0.6428571428571429,0.5700454856397937,0.4196428571428571,0.3970435859767454,0.1576436091652732,677,0.027075,GBM
XGBoost_grid_1_AutoML_1_20250925_20831_model_12,0.8605329848728758,0.6352040816326531,0.4904649641155804,0.4464285714285714,0.3902020359322264,0.1522576288456545,142,0.026755,XGBoost
GBM_grid_1_AutoML_1_20250925_20831_model_5,0.8597245222386367,0.633609693877551,0.6173996277084435,0.4285714285714285,0.4025159814884501,0.1620191153536103,1091,0.03195,GBM
